Topic,Documents
Topic_1,4
Topic_10,9
Topic_11,2
Topic_12,3
Topic_13,2
Topic_14,7
Topic_15,3
Topic_16,1
Topic_17,11
Topic_18,3
Topic_19,3
Topic_2,6
Topic_20,3
Topic_22,22
Topic_23,3
Topic_24,1
Topic_25,1
Topic_26,4
Topic_27,4
Topic_28,4
Topic_29,1
Topic_3,4
Topic_30,8
Topic_31,5
Topic_32,3
Topic_33,6
Topic_34,1
Topic_35,2
Topic_36,1
Topic_37,9
Topic_38,2
Topic_39,2
Topic_4,3
Topic_40,3
Topic_42,3
Topic_44,3
Topic_45,4
Topic_46,3
Topic_47,6
Topic_48,3
Topic_5,2
Topic_50,3
Topic_51,6
Topic_53,4
Topic_54,4
Topic_55,2
Topic_56,3
Topic_57,3
Topic_58,1
Topic_59,5
Topic_6,1
Topic_60,8
Topic_61,5
Topic_62,1
Topic_63,2
Topic_64,2
Topic_7,11
Topic_8,3
Topic_9,6
