DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64
8042410,108,0,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.00022645773,0.98573315,0.00022645773,0.00022645773,0.00022645773
8673465,108,0,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.98881364,0.00017756103,0.00017756103,0.00017756103,0.00017756103,0.00017756103
9175625,108,0,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.00020032725,0.9873794,0.00020032725,0.00020032725,0.00020032725
9245791,108,0,0.0003633937,0.6379262,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.1663017,0.17360501,0.0003633937,0.0003633937,0.0003633937,0.0003633937,0.0003633937
9346876,108,0,0.98813945,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625,0.0001882625
9352931,108,0,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.98784655,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203,0.00019291203
10051610,108,0,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.9765619,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284,0.00037203284
10087618,108,0,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.9660551,0.0005388077,0.0005388077,0.0005388077,0.0005388077,0.0005388077
10320929,108,0,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.9790549,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152,0.00033246152
10700148,108,0,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.97265524,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435,0.0004340435
10725388,108,0,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.90341,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.085943766,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349,0.00017171349
