Topic,Documents
Topic_1,3
Topic_10,2
Topic_11,1
Topic_12,2
Topic_13,4
Topic_14,1
Topic_15,3
Topic_16,1
Topic_17,2
Topic_18,2
Topic_19,2
Topic_2,3
Topic_20,1
Topic_21,6
Topic_22,2
Topic_25,1
Topic_26,2
Topic_27,3
Topic_29,5
Topic_3,6
Topic_31,5
Topic_34,3
Topic_35,5
Topic_36,6
Topic_37,1
Topic_38,3
Topic_39,2
Topic_4,2
Topic_40,5
Topic_43,1
Topic_44,2
Topic_45,6
Topic_46,3
Topic_47,2
Topic_48,1
Topic_49,9
Topic_5,2
Topic_50,1
Topic_52,4
Topic_54,4
Topic_55,2
Topic_56,2
Topic_57,2
Topic_58,3
Topic_59,7
Topic_6,4
Topic_60,3
Topic_61,1
Topic_62,2
Topic_63,5
Topic_64,3
Topic_65,2
Topic_66,3
Topic_67,4
Topic_68,4
Topic_69,3
Topic_7,4
Topic_70,5
Topic_71,3
Topic_72,1
Topic_73,1
Topic_75,5
Topic_76,6
Topic_77,2
Topic_78,2
Topic_79,4
Topic_8,1
Topic_80,4
Topic_82,5
Topic_83,6
Topic_84,5
Topic_85,2
Topic_86,2
Topic_87,2
Topic_88,5
Topic_9,6
