DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62
8042410,108,0,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.00023376256,0.9857405,0.00023376256
8673465,108,0,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.9888194,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955,0.00018328955
9175625,108,0,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.1441742,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.53696924,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.30665594,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172,0.00020679172
9245791,108,0,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.97711855,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667,0.00037510667
9346876,108,0,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.9881458,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246,0.00019433246
9352931,108,0,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.7805971,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.20745523,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424,0.00019913424
10051610,108,0,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.11943566,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.8575218,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466,0.0003840466
10087618,108,0,0.000556178,0.000556178,0.000556178,0.000556178,0.9660741,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178,0.000556178
10320929,108,0,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.1220609,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.31441066,0.20740288,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.1955915,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.1409724,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948,0.0003431948
10700148,108,0,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.08083081,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.14631824,0.45387435,0.00044804424,0.2929906,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424,0.00044804424
