Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,6
Topic_12,4
Topic_13,2
Topic_14,11
Topic_15,9
Topic_16,1
Topic_17,10
Topic_18,3
Topic_19,7
Topic_2,4
Topic_20,3
Topic_21,2
Topic_22,17
Topic_23,1
Topic_24,1
Topic_25,7
Topic_26,6
Topic_27,1
Topic_28,2
Topic_29,8
Topic_3,3
Topic_30,3
Topic_31,1
Topic_32,3
Topic_33,7
Topic_34,4
Topic_35,1
Topic_36,3
Topic_37,5
Topic_38,1
Topic_39,3
Topic_4,3
Topic_40,1
Topic_41,5
Topic_42,3
Topic_43,1
Topic_44,6
Topic_45,9
Topic_46,2
Topic_47,9
Topic_48,4
Topic_49,1
Topic_5,1
Topic_50,3
Topic_51,2
Topic_52,4
Topic_53,3
Topic_54,2
Topic_55,2
Topic_56,4
Topic_57,1
Topic_58,1
Topic_59,2
Topic_6,1
Topic_60,5
Topic_61,5
Topic_62,1
Topic_7,8
Topic_8,2
Topic_9,5
