Topic,Documents
Topic_1,6
Topic_10,3
Topic_11,3
Topic_12,4
Topic_13,4
Topic_15,2
Topic_16,1
Topic_17,2
Topic_18,2
Topic_19,7
Topic_2,2
Topic_20,3
Topic_21,2
Topic_22,8
Topic_23,2
Topic_24,4
Topic_26,5
Topic_27,5
Topic_29,8
Topic_3,7
Topic_30,1
Topic_31,4
Topic_32,2
Topic_33,2
Topic_34,2
Topic_35,11
Topic_36,12
Topic_37,1
Topic_38,7
Topic_39,3
Topic_4,7
Topic_40,6
Topic_41,1
Topic_42,1
Topic_43,2
Topic_44,7
Topic_45,10
Topic_46,2
Topic_47,1
Topic_48,1
Topic_49,7
Topic_5,2
Topic_50,2
Topic_51,4
Topic_52,4
Topic_53,2
Topic_54,4
Topic_55,2
Topic_56,3
Topic_57,15
Topic_58,4
Topic_59,7
Topic_6,2
Topic_60,5
Topic_61,2
Topic_7,4
Topic_8,5
Topic_9,3
