Topic,Documents
Topic_1,4
Topic_10,5
Topic_11,2
Topic_12,4
Topic_13,2
Topic_15,1
Topic_16,1
Topic_18,5
Topic_19,3
Topic_2,1
Topic_20,5
Topic_21,2
Topic_22,4
Topic_24,4
Topic_26,2
Topic_29,2
Topic_3,2
Topic_31,3
Topic_32,2
Topic_33,1
Topic_35,3
Topic_36,7
Topic_37,1
Topic_38,3
Topic_39,3
Topic_4,3
Topic_40,6
Topic_43,1
Topic_44,4
Topic_45,2
Topic_46,2
Topic_47,1
Topic_49,8
Topic_5,3
Topic_50,1
Topic_51,2
Topic_52,4
Topic_54,1
Topic_55,2
Topic_56,3
Topic_57,6
Topic_58,3
Topic_59,11
Topic_6,1
Topic_60,5
Topic_62,1
Topic_63,1
Topic_64,4
Topic_65,1
Topic_66,4
Topic_67,2
Topic_68,3
Topic_69,2
Topic_7,4
Topic_70,3
Topic_71,1
Topic_72,4
Topic_73,1
Topic_74,2
Topic_75,4
Topic_76,1
Topic_78,3
Topic_79,3
Topic_80,3
Topic_81,3
Topic_82,2
Topic_83,6
Topic_84,2
Topic_85,1
Topic_86,2
Topic_88,2
Topic_89,1
Topic_9,3
Topic_90,2
Topic_91,4
Topic_93,5
Topic_94,6
Topic_95,2
Topic_96,1
Topic_97,1
Topic_98,4
Topic_99,5
