Topic,Documents
Topic_1,1
Topic_10,3
Topic_13,1
Topic_14,5
Topic_15,1
Topic_16,3
Topic_17,3
Topic_18,5
Topic_19,1
Topic_2,12
Topic_20,5
Topic_22,1
Topic_23,3
Topic_24,3
Topic_26,5
Topic_27,7
Topic_28,2
Topic_29,3
Topic_30,6
Topic_31,1
Topic_32,5
Topic_33,5
Topic_34,3
Topic_35,1
Topic_36,7
Topic_37,3
Topic_38,5
Topic_39,5
Topic_4,1
Topic_40,1
Topic_41,2
Topic_42,1
Topic_43,2
Topic_45,2
Topic_46,4
Topic_47,1
Topic_48,4
Topic_49,2
Topic_5,2
Topic_50,7
Topic_53,1
Topic_54,5
Topic_56,1
Topic_57,10
Topic_58,3
Topic_59,2
Topic_6,5
Topic_60,4
Topic_61,2
Topic_62,1
Topic_63,1
Topic_64,2
Topic_66,2
Topic_67,3
Topic_68,2
Topic_69,3
Topic_7,1
Topic_70,1
Topic_71,1
Topic_72,3
Topic_73,1
Topic_74,6
Topic_75,4
Topic_76,3
Topic_77,2
Topic_79,2
Topic_8,6
Topic_81,1
Topic_83,1
Topic_86,1
Topic_87,3
Topic_88,4
Topic_89,1
Topic_9,2
Topic_90,1
Topic_91,3
Topic_92,11
Topic_94,1
