Topic,Documents
Topic_1,4
Topic_10,3
Topic_11,2
Topic_12,3
Topic_13,1
Topic_14,1
Topic_15,3
Topic_16,1
Topic_17,3
Topic_18,2
Topic_19,5
Topic_2,2
Topic_20,2
Topic_21,3
Topic_22,2
Topic_23,2
Topic_24,2
Topic_25,6
Topic_26,2
Topic_27,4
Topic_29,1
Topic_3,6
Topic_30,4
Topic_31,2
Topic_32,1
Topic_33,2
Topic_34,1
Topic_35,5
Topic_36,6
Topic_37,3
Topic_38,3
Topic_39,1
Topic_4,2
Topic_40,4
Topic_41,2
Topic_42,1
Topic_43,3
Topic_45,4
Topic_46,2
Topic_47,1
Topic_48,1
Topic_49,8
Topic_5,3
Topic_50,1
Topic_51,4
Topic_52,4
Topic_53,2
Topic_54,4
Topic_56,3
Topic_57,6
Topic_58,4
Topic_59,9
Topic_6,2
Topic_60,3
Topic_61,2
Topic_62,2
Topic_63,1
Topic_64,3
Topic_66,7
Topic_67,1
Topic_68,3
Topic_69,2
Topic_7,3
Topic_70,4
Topic_71,2
Topic_72,1
Topic_73,2
Topic_74,2
Topic_75,3
Topic_76,2
Topic_77,4
Topic_78,4
Topic_79,1
Topic_80,2
Topic_82,3
Topic_83,11
Topic_84,2
Topic_87,1
Topic_88,2
Topic_89,4
Topic_9,3
Topic_90,2
