Topic,Documents
Topic_1,1
Topic_10,5
Topic_11,5
Topic_13,6
Topic_14,4
Topic_16,4
Topic_17,5
Topic_18,5
Topic_19,4
Topic_2,3
Topic_20,5
Topic_22,7
Topic_23,3
Topic_24,1
Topic_25,5
Topic_26,3
Topic_27,3
Topic_28,1
Topic_29,4
Topic_3,2
Topic_31,2
Topic_32,4
Topic_33,3
Topic_34,3
Topic_35,4
Topic_36,2
Topic_37,1
Topic_38,9
Topic_39,4
Topic_4,5
Topic_40,3
Topic_42,1
Topic_43,3
Topic_44,4
Topic_45,4
Topic_46,1
Topic_47,3
Topic_48,3
Topic_49,4
Topic_5,4
Topic_50,3
Topic_51,5
Topic_52,6
Topic_53,2
Topic_54,4
Topic_55,2
Topic_56,2
Topic_58,1
Topic_59,2
Topic_6,2
Topic_60,3
Topic_61,1
Topic_62,6
Topic_63,6
Topic_64,3
Topic_65,2
Topic_66,3
Topic_67,8
Topic_68,1
Topic_69,3
Topic_7,4
Topic_70,2
Topic_71,2
Topic_72,7
Topic_73,2
Topic_74,3
Topic_75,2
Topic_76,6
Topic_8,3
Topic_9,1
