DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50
8042410,108,0,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.0002898665,0.9857965
8673465,108,0,0.00022728066,0.00022728066,0.00022728066,0.988865,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066,0.00022728066
9175625,108,0,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.98743546,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605,0.00025642605
9245791,108,0,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.9772085,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394,0.00046512394
9346876,108,0,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.12650846,0.00024097943,0.00024097943,0.8619249,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943,0.00024097943
9352931,108,0,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.9879023,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755,0.00024692755
10051610,108,0,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.00047622374,0.2014987,0.00047622374,0.00047622374,0.00047622374,0.7756425,0.00047622374,0.00047622374,0.00047622374
10087618,108,0,0.00068971264,0.2624468,0.00068971264,0.23357573,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.23421013,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.23803991,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264,0.00068971264
10320929,108,0,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.9791483,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624,0.00042553624
10700148,108,0,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.97277606,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234,0.00055558234
