Topic,Documents
Topic_1,3
Topic_10,5
Topic_11,1
Topic_12,4
Topic_13,4
Topic_14,8
Topic_15,3
Topic_16,6
Topic_17,15
Topic_18,5
Topic_19,3
Topic_2,10
Topic_20,8
Topic_21,1
Topic_22,20
Topic_24,2
Topic_25,4
Topic_26,8
Topic_27,4
Topic_28,5
Topic_29,4
Topic_3,5
Topic_30,7
Topic_31,3
Topic_32,3
Topic_33,2
Topic_34,1
Topic_35,1
Topic_36,3
Topic_37,8
Topic_38,4
Topic_39,1
Topic_4,4
Topic_40,10
Topic_41,4
Topic_42,8
Topic_43,1
Topic_44,5
Topic_45,9
Topic_46,1
Topic_47,7
Topic_48,1
Topic_49,4
Topic_5,2
Topic_50,4
Topic_6,2
Topic_7,9
Topic_8,2
Topic_9,6
