Topic,Documents
Topic_1,2
Topic_10,1
Topic_11,4
Topic_12,2
Topic_13,2
Topic_14,4
Topic_16,1
Topic_17,7
Topic_19,2
Topic_2,4
Topic_20,2
Topic_21,3
Topic_22,10
Topic_25,3
Topic_26,3
Topic_27,3
Topic_28,1
Topic_29,3
Topic_30,3
Topic_31,3
Topic_32,2
Topic_33,3
Topic_34,3
Topic_35,2
Topic_36,3
Topic_37,6
Topic_38,2
Topic_39,2
Topic_4,3
Topic_40,3
Topic_41,1
Topic_42,6
Topic_44,1
Topic_45,2
Topic_46,1
Topic_47,4
Topic_49,1
Topic_5,3
Topic_50,4
Topic_52,2
Topic_53,3
Topic_54,4
Topic_55,1
Topic_56,4
Topic_57,4
Topic_58,2
Topic_59,4
Topic_6,2
Topic_60,2
Topic_61,3
Topic_62,1
Topic_65,3
Topic_66,2
Topic_67,4
Topic_68,3
Topic_69,1
Topic_7,5
Topic_70,2
Topic_71,5
Topic_72,4
Topic_73,2
Topic_74,2
Topic_75,3
Topic_77,6
Topic_78,5
Topic_79,5
Topic_80,3
Topic_81,2
Topic_82,2
Topic_83,4
Topic_85,2
Topic_86,8
Topic_87,1
Topic_88,1
Topic_89,1
Topic_9,3
Topic_90,2
Topic_91,2
Topic_92,2
Topic_93,1
Topic_94,6
Topic_95,1
