Topic,Documents
Topic_1,1
Topic_10,2
Topic_11,18
Topic_12,2
Topic_13,2
Topic_15,4
Topic_16,1
Topic_17,5
Topic_18,3
Topic_19,7
Topic_2,4
Topic_20,1
Topic_21,1
Topic_22,5
Topic_23,1
Topic_24,3
Topic_25,3
Topic_26,11
Topic_27,3
Topic_28,4
Topic_29,3
Topic_3,4
Topic_30,4
Topic_31,5
Topic_32,6
Topic_33,2
Topic_34,2
Topic_35,8
Topic_36,9
Topic_37,4
Topic_38,3
Topic_39,4
Topic_4,5
Topic_40,5
Topic_41,7
Topic_42,2
Topic_43,1
Topic_44,2
Topic_45,2
Topic_46,3
Topic_47,3
Topic_48,1
Topic_49,2
Topic_5,5
Topic_50,3
Topic_51,2
Topic_52,3
Topic_54,5
Topic_55,9
Topic_56,7
Topic_57,2
Topic_58,3
Topic_59,2
Topic_6,11
Topic_7,16
Topic_8,2
Topic_9,2
