Topic,Documents
Topic_1,3
Topic_10,12
Topic_11,5
Topic_12,8
Topic_13,7
Topic_14,2
Topic_15,1
Topic_16,1
Topic_17,5
Topic_18,6
Topic_19,6
Topic_2,2
Topic_20,4
Topic_22,6
Topic_23,8
Topic_24,1
Topic_25,3
Topic_26,2
Topic_27,1
Topic_29,7
Topic_3,3
Topic_30,3
Topic_31,4
Topic_32,1
Topic_33,2
Topic_34,6
Topic_35,7
Topic_36,2
Topic_37,6
Topic_38,3
Topic_39,1
Topic_4,5
Topic_40,4
Topic_41,6
Topic_42,2
Topic_43,2
Topic_44,4
Topic_45,1
Topic_46,1
Topic_47,4
Topic_48,1
Topic_49,4
Topic_5,9
Topic_50,5
Topic_51,3
Topic_52,9
Topic_53,7
Topic_54,3
Topic_55,4
Topic_56,1
Topic_57,1
Topic_58,2
Topic_59,2
Topic_6,2
Topic_60,4
Topic_61,2
Topic_62,7
Topic_63,5
Topic_64,4
Topic_65,1
Topic_7,2
Topic_8,1
Topic_9,4
