Topic,Documents
Topic_1,1
Topic_10,5
Topic_11,6
Topic_12,4
Topic_13,3
Topic_14,14
Topic_15,4
Topic_16,2
Topic_17,12
Topic_19,4
Topic_2,8
Topic_20,3
Topic_21,1
Topic_22,18
Topic_23,2
Topic_24,1
Topic_25,4
Topic_26,9
Topic_27,1
Topic_28,5
Topic_29,11
Topic_30,6
Topic_31,3
Topic_33,2
Topic_34,2
Topic_35,3
Topic_36,1
Topic_37,4
Topic_38,3
Topic_39,4
Topic_4,3
Topic_40,4
Topic_41,3
Topic_42,3
Topic_43,1
Topic_44,3
Topic_45,8
Topic_46,3
Topic_47,7
Topic_48,1
Topic_49,1
Topic_5,2
Topic_50,2
Topic_51,3
Topic_52,3
Topic_53,5
Topic_54,2
Topic_56,8
Topic_57,1
Topic_58,1
Topic_59,5
Topic_6,1
Topic_60,6
Topic_7,10
Topic_8,1
Topic_9,7
