Topic,Documents
Topic_1,4
Topic_10,5
Topic_11,3
Topic_12,4
Topic_13,2
Topic_14,4
Topic_15,2
Topic_16,3
Topic_17,3
Topic_18,3
Topic_19,3
Topic_2,6
Topic_20,5
Topic_21,3
Topic_22,4
Topic_23,3
Topic_24,1
Topic_25,3
Topic_26,3
Topic_27,4
Topic_28,4
Topic_29,2
Topic_3,1
Topic_30,6
Topic_31,3
Topic_32,3
Topic_33,2
Topic_34,2
Topic_35,3
Topic_36,2
Topic_37,8
Topic_38,2
Topic_39,1
Topic_4,2
Topic_40,4
Topic_41,4
Topic_42,9
Topic_44,4
Topic_45,3
Topic_46,1
Topic_47,5
Topic_48,9
Topic_49,2
Topic_5,1
Topic_50,2
Topic_52,2
Topic_53,1
Topic_54,4
Topic_55,1
Topic_56,6
Topic_57,1
Topic_59,1
Topic_6,2
Topic_60,3
Topic_61,3
Topic_62,1
Topic_63,1
Topic_64,2
Topic_65,2
Topic_66,3
Topic_67,6
Topic_68,2
Topic_69,1
Topic_7,10
Topic_70,3
Topic_72,3
Topic_73,1
Topic_74,1
Topic_75,2
Topic_76,1
Topic_77,4
Topic_78,3
Topic_79,4
Topic_8,4
Topic_80,1
Topic_81,1
Topic_9,7
