Topic,Documents
Topic_1,6
Topic_10,3
Topic_11,6
Topic_12,4
Topic_13,6
Topic_14,2
Topic_15,1
Topic_16,1
Topic_17,4
Topic_18,4
Topic_19,5
Topic_2,2
Topic_20,1
Topic_21,4
Topic_22,6
Topic_23,2
Topic_24,1
Topic_25,2
Topic_26,4
Topic_27,2
Topic_28,2
Topic_29,4
Topic_3,4
Topic_30,7
Topic_31,3
Topic_32,2
Topic_35,5
Topic_36,7
Topic_37,3
Topic_38,7
Topic_39,1
Topic_4,6
Topic_40,4
Topic_42,2
Topic_43,2
Topic_44,4
Topic_45,5
Topic_46,2
Topic_49,8
Topic_5,1
Topic_50,3
Topic_51,3
Topic_52,4
Topic_53,1
Topic_54,1
Topic_55,3
Topic_56,3
Topic_57,5
Topic_58,5
Topic_59,9
Topic_6,2
Topic_60,5
Topic_61,1
Topic_62,3
Topic_63,2
Topic_64,7
Topic_65,4
Topic_66,5
Topic_67,3
Topic_68,5
Topic_69,2
Topic_7,7
Topic_70,6
Topic_8,3
Topic_9,3
