ExperimentID,Fold,Topics,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC
F2_K035,2,35,0.8666666666666667,0.8666666666666666,0.8796031746031746,0.8666666666666666,0.865944055944056,0.8539630120953832
F2_K036,2,36,0.9,0.9,0.9273809523809524,0.9,0.888021978021978,0.8935898428453803
F2_K037,2,37,0.7833333333333333,0.7833333333333333,0.8794871794871796,0.7833333333333333,0.7693808384597858,0.7722389902348118
F2_K038,2,38,0.9,0.9,0.9305555555555556,0.9,0.8932900432900434,0.8930329154975162
F2_K039,2,39,0.8833333333333333,0.8833333333333334,0.8916666666666666,0.8833333333333334,0.8799134199134198,0.8722569161950547
F2_K040,2,40,0.95,0.9500000000000002,0.9547619047619049,0.9500000000000002,0.9497668997668999,0.94502797520413
F2_K041,2,41,0.9166666666666666,0.9166666666666666,0.9457142857142857,0.9166666666666666,0.913974358974359,0.9116377679037144
F2_K042,2,42,0.9333333333333333,0.9333333333333333,0.9416666666666668,0.9333333333333333,0.9341991341991343,0.9267844573351464
F2_K043,2,43,0.8666666666666667,0.8666666666666668,0.9005952380952381,0.8666666666666668,0.8583516483516483,0.8563569327268229
F2_K044,2,44,0.9166666666666666,0.9166666666666666,0.93,0.9166666666666666,0.9178787878787877,0.9090924736822054
F2_K045,2,45,0.8666666666666667,0.8666666666666668,0.9,0.8666666666666668,0.861111111111111,0.8590406025230405
F2_K046,2,46,0.9333333333333333,0.9333333333333332,0.9523809523809523,0.9333333333333332,0.9323076923076924,0.9285087089789938
F2_K047,2,47,0.9,0.9,0.9172619047619047,0.9,0.8969530469530469,0.891091838708226
F2_K048,2,48,0.95,0.95,0.9547619047619047,0.95,0.9479487179487179,0.9453201464818493
F2_K049,2,49,0.8666666666666667,0.8666666666666668,0.9107142857142858,0.8666666666666668,0.8614310689310688,0.8574273793106136
F2_K050,2,50,0.9166666666666666,0.9166666666666667,0.9357142857142857,0.9166666666666667,0.9174592074592075,0.9096562520146473
F2_K051,2,51,0.9,0.9000000000000001,0.925,0.9000000000000001,0.8899567099567098,0.8930329154975162
F2_K052,2,52,0.9166666666666666,0.9166666666666667,0.9380952380952381,0.9166666666666667,0.9055244755244756,0.91135390124016
F2_K053,2,53,0.8666666666666667,0.8666666666666666,0.8880952380952379,0.8666666666666666,0.8612820512820513,0.8550244954288185
F2_K054,2,54,0.9666666666666667,0.9666666666666668,0.9714285714285715,0.9666666666666668,0.9664335664335664,0.9635579355022502
F2_K055,2,55,0.85,0.85,0.9166666666666666,0.85,0.8375757575757575,0.8435490220263846
F2_K056,2,56,0.9333333333333333,0.9333333333333333,0.9464285714285715,0.9333333333333333,0.933966033966034,0.9273581401244287
F2_K057,2,57,0.9666666666666667,0.9666666666666668,0.9690476190476192,0.9666666666666668,0.9665501165501167,0.9632603114224082
F2_K058,2,58,0.85,0.85,0.8873809523809524,0.85,0.8267882117882118,0.8406296993666631
