Topics,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC,AccuracyStd,BalancedAccuracyStd,PrecisionStd,RecallStd,F1Std,MCCStd
48,0.9033333333333333,0.9033333333333333,0.9118809523809525,0.9033333333333333,0.9001929181929181,0.8941357860852296,0.05577733510227168,0.05577733510227174,0.05076207786086811,0.05577733510227174,0.05822561783516922,0.06101213327551128
49,0.8566666666666667,0.8566666666666668,0.8797186147186148,0.8566666666666668,0.852147894589071,0.8444529084709409,0.046547466812563096,0.04654746681256314,0.04875830477982349,0.04654746681256314,0.04900060728212799,0.0508684589392761
50,0.8733333333333334,0.8733333333333334,0.8976666666666666,0.8733333333333334,0.8711035631035632,0.8624786095492769,0.04503085362035431,0.04503085362035436,0.0353338467425156,0.04503085362035436,0.04248702125437314,0.04946141585542782
51,0.8699999999999999,0.8700000000000001,0.8541471861471862,0.8700000000000001,0.8521782531194295,0.8598977983989309,0.024720661623652197,0.0247206616236523,0.06433970368699968,0.0247206616236523,0.041864277977943745,0.026289571035341193
52,0.8566666666666667,0.8566666666666667,0.8884047619047619,0.8566666666666667,0.8538401598401599,0.8450925490232543,0.07509253550712539,0.07509253550712541,0.04825436311972938,0.07509253550712541,0.07204284733185068,0.08015602148720517
53,0.8366666666666667,0.8366666666666667,0.8429523809523809,0.8366666666666667,0.8236834276834276,0.8236056015222285,0.03979112128771107,0.0397911212877111,0.06557105681673503,0.0397911212877111,0.0475341107082011,0.04292070855343939
54,0.8433333333333334,0.8433333333333334,0.8767142857142858,0.8433333333333334,0.8401515151515152,0.8303148878395461,0.07601169500660918,0.07601169500660925,0.05647988424441963,0.07601169500660925,0.07983165064556623,0.08164405518472487
55,0.7966666666666666,0.7966666666666666,0.8377748917748917,0.7966666666666666,0.7764701572936866,0.7831754686612186,0.059395098937351544,0.059395098937351516,0.07371654621663783,0.059395098937351516,0.0692711691874082,0.06473315955184998
56,0.8066666666666666,0.8066666666666666,0.8515922410922411,0.8066666666666666,0.7956729134298793,0.7912346864526487,0.07509253550712543,0.07509253550712541,0.054078337165880376,0.07509253550712541,0.08529359982186335,0.07953011739414234
57,0.8699999999999999,0.8700000000000001,0.8753376623376624,0.8700000000000001,0.8593487492899257,0.8595195003179885,0.06280481227138919,0.06280481227138927,0.08144523443411235,0.06280481227138927,0.07527147284866793,0.06698323382480612
58,0.8366666666666667,0.8366666666666667,0.8554999999999999,0.8366666666666667,0.823944055944056,0.8240064113011657,0.051908038341324826,0.05190803834132483,0.08958989455485039,0.05190803834132483,0.06661694210941227,0.0567262056871984
59,0.8833333333333334,0.8833333333333334,0.9032301587301588,0.8833333333333334,0.8778448218448218,0.8732525865633818,0.06770032003863294,0.06770032003863298,0.0550980567296088,0.06770032003863298,0.0727771607405523,0.07326323468582825
60,0.8333333333333334,0.8333333333333334,0.8743059163059164,0.8333333333333334,0.8227936377348142,0.820558728912142,0.07168604389202184,0.07168604389202188,0.05201288577860084,0.07168604389202188,0.07490743447285583,0.07718034374628302
61,0.8466666666666667,0.8466666666666667,0.8747619047619049,0.8466666666666667,0.838040848040848,0.8339398376317163,0.11450376024878449,0.11450376024878449,0.09509136762755543,0.11450376024878449,0.12600631107628552,0.12378600802191177
62,0.85,0.85,0.85845670995671,0.85,0.8320568189979956,0.8386165979347447,0.023570226039551626,0.023570226039551646,0.028680214811140498,0.023570226039551646,0.027956648448656782,0.025602571267894718
63,0.8099999999999999,0.8099999999999999,0.8107857142857142,0.8099999999999999,0.7845068265068265,0.797790943009278,0.07870479302078391,0.07870479302078395,0.09508758941031129,0.07870479302078395,0.10259589940629701,0.08116427369355132
64,0.8266666666666668,0.8266666666666665,0.8545281385281385,0.8266666666666665,0.8127351961763726,0.8138054233356078,0.05845225972250058,0.05845225972250062,0.08604941454098283,0.05845225972250062,0.07554631004598837,0.06278412615404506
65,0.8166666666666667,0.8166666666666668,0.8587344877344878,0.8166666666666668,0.8062698282110047,0.8026819886322712,0.07546154281781178,0.07546154281781171,0.04656410616290848,0.07546154281781171,0.07766277004075693,0.0799963312322713
66,0.8099999999999999,0.8099999999999999,0.8544065934065934,0.8099999999999999,0.8001576844208425,0.7956615239792197,0.06302556800396339,0.06302556800396344,0.045108850164767934,0.06302556800396344,0.07098681316410818,0.06657990844477951
67,0.8533333333333333,0.8533333333333333,0.8801385281385281,0.8533333333333333,0.8420761721938194,0.841329860871253,0.04915960401250873,0.04915960401250875,0.02904700856127143,0.04915960401250875,0.05760326365240299,0.05216832440955465
68,0.8833333333333334,0.8833333333333334,0.9017301587301588,0.8833333333333334,0.876187923187923,0.8734198013440484,0.04859126579037748,0.048591265790377515,0.03772239838456854,0.048591265790377515,0.053441709881318286,0.05243878080992108
69,0.8400000000000001,0.8400000000000001,0.8594523809523809,0.8400000000000001,0.8235148185148186,0.8278575941433541,0.0672887641272878,0.06728876412728779,0.0678130391344024,0.06728876412728779,0.07451130819413047,0.07268918674007271
70,0.85,0.85,0.867,0.85,0.8391085581085582,0.8389199439043716,0.08416254115301729,0.08416254115301731,0.08710505295006203,0.08416254115301731,0.09779445091215135,0.08795402166699742
71,0.8266666666666665,0.8266666666666668,0.8570238095238094,0.8266666666666668,0.8172157842157842,0.811556343796991,0.06191391873668901,0.06191391873668904,0.05170752170094321,0.06191391873668904,0.06915636572612155,0.06728138383919487
72,0.8366666666666667,0.8366666666666667,0.8698015873015873,0.8366666666666667,0.8238018648018649,0.8232869154034048,0.05190803834132475,0.051908038341324805,0.048672555918838546,0.051908038341324805,0.05483621582263701,0.05753959780214585
73,0.7866666666666667,0.7866666666666667,0.806948051948052,0.7866666666666667,0.7712367893544364,0.7712141593290791,0.051908038341324785,0.05190803834132473,0.07423666095283375,0.05190803834132473,0.0630964913697683,0.05391579174086738
74,0.8266666666666668,0.8266666666666665,0.8505714285714285,0.8266666666666665,0.8112688422688423,0.8140950076755955,0.06519202405202648,0.0651920240520265,0.056734802973842466,0.0651920240520265,0.0724475760066708,0.06921815336449735
75,0.8400000000000001,0.8400000000000001,0.856329725829726,0.8400000000000001,0.8261286360698126,0.827788722586526,0.01900292375165229,0.019002923751652242,0.05642255385073615,0.019002923751652242,0.03441906379583922,0.01974614451997789
76,0.86,0.8600000000000001,0.8948253968253969,0.8600000000000001,0.8554837384837384,0.8487680712827391,0.07031674369909661,0.07031674369909663,0.03742328173237965,0.07031674369909663,0.07212036947581028,0.07421334465931115
77,0.7966666666666666,0.7966666666666666,0.8386716061716062,0.7966666666666666,0.7883209875779535,0.7825507015574893,0.04314059701848263,0.04314059701848271,0.05853191880394659,0.04314059701848271,0.04485367698922728,0.045869638834955664
78,0.8400000000000001,0.8400000000000001,0.8740238095238094,0.8400000000000001,0.8291445221445221,0.8266757032291998,0.05602578771323871,0.05602578771323871,0.0367886422012466,0.05602578771323871,0.06348540003035655,0.0600656388301239
79,0.8433333333333334,0.8433333333333334,0.8607186147186148,0.8433333333333334,0.8300057589469354,0.8347360933545065,0.08944271909999157,0.08944271909999157,0.09212371352143758,0.08944271909999157,0.11141212774164662,0.09090116530981028
80,0.8233333333333333,0.8233333333333335,0.8808683473389355,0.8233333333333335,0.8156578928318059,0.8131138295652022,0.10839741694339398,0.10839741694339401,0.06422032708534497,0.10839741694339401,0.11497910596119787,0.11250639018128493
81,0.8466666666666667,0.8466666666666667,0.8684567099567099,0.8466666666666667,0.8337133846545612,0.8357382447217953,0.04314059701848262,0.04314059701848258,0.042343133825662876,0.04314059701848258,0.05172154791848537,0.04420068402732192
82,0.8566666666666667,0.8566666666666667,0.9045482295482297,0.8566666666666667,0.8469725712883609,0.8475006338591105,0.08299933065325821,0.08299933065325824,0.05056789897409754,0.08299933065325824,0.08932268836064144,0.08795665339875468
83,0.8133333333333332,0.8133333333333332,0.8482619047619048,0.8133333333333332,0.7995487845487845,0.7999914465973255,0.03415650255319863,0.03415650255319863,0.050095119273804424,0.03415650255319863,0.04468134565950464,0.03532079687385055
84,0.8400000000000001,0.8400000000000001,0.8531428571428572,0.8400000000000001,0.8177465867465867,0.8280901634263987,0.027888667551135848,0.02788866755113589,0.05282828470051905,0.02788866755113589,0.036208038106779576,0.029964273788042107
85,0.8300000000000001,0.8300000000000001,0.8770202020202019,0.8300000000000001,0.821537227478404,0.8177143673069684,0.049159604012508774,0.049159604012508705,0.023960928704351583,0.049159604012508705,0.05160919738473053,0.05129707380993072
86,0.82,0.82,0.841424963924964,0.82,0.8032118861530627,0.8057710783712556,0.027386127875258317,0.02738612787525826,0.04903427801368771,0.02738612787525826,0.03812796873754287,0.02786567863593449
87,0.85,0.85,0.8908541458541459,0.85,0.837808167065133,0.8395133330143352,0.03333333333333331,0.033333333333333326,0.016948689172563057,0.033333333333333326,0.04502165282857554,0.03351922345548522
88,0.8266666666666665,0.8266666666666665,0.8618932178932178,0.8266666666666665,0.8183054592466357,0.8150529494115133,0.05845225972250062,0.058452259722500524,0.06853602775049748,0.058452259722500524,0.07160508681936041,0.0622175199136615
89,0.8166666666666667,0.8166666666666667,0.8256753246753247,0.8166666666666667,0.7921793500617029,0.8045110743255057,0.03535533905932733,0.03535533905932738,0.06965734770891648,0.03535533905932738,0.04642743150307894,0.035866915449941285
90,0.82,0.82,0.8412936507936507,0.82,0.8002655122655122,0.8064675632810246,0.061689185077739135,0.061689185077739135,0.07054515207103622,0.061689185077739135,0.07865614364610443,0.06444413749509166
91,0.8300000000000001,0.8300000000000001,0.8546117216117215,0.8300000000000001,0.814074136389926,0.8178750540282289,0.06810938913900842,0.06810938913900849,0.08221380016433126,0.06810938913900849,0.08679807640008577,0.0712098274503162
92,0.82,0.8200000000000001,0.8620714285714286,0.8200000000000001,0.8143618048618049,0.8061842097776284,0.03205897343611893,0.03205897343611896,0.04087995394959051,0.03205897343611896,0.040777607129408054,0.03560473068716047
93,0.8033333333333333,0.8033333333333333,0.8030000000000002,0.8033333333333333,0.7715577755577756,0.7925117150140162,0.03205897343611889,0.03205897343611889,0.055938093413921225,0.03205897343611889,0.02893245892876372,0.033855002244103136
94,0.8233333333333335,0.8233333333333333,0.8093021978021978,0.8233333333333333,0.7943540231698126,0.8113479092477597,0.0450308536203543,0.04503085362035424,0.1209515167821668,0.04503085362035424,0.07562467094011892,0.04689468160273791
95,0.8333333333333334,0.8333333333333334,0.8588395989974937,0.8333333333333334,0.8182566766566766,0.8250805686638933,0.07168604389202189,0.07168604389202188,0.07682566359487432,0.07168604389202188,0.08165120982712727,0.07116953461370021
96,0.8333333333333334,0.8333333333333333,0.8587112887112888,0.8333333333333333,0.8243486266055926,0.8212388031692812,0.03333333333333335,0.033333333333333284,0.05953976547143725,0.033333333333333284,0.04794536868947739,0.03435724096293358
97,0.8099999999999999,0.8099999999999999,0.856445054945055,0.8099999999999999,0.8045492168650064,0.7949030273834108,0.06519202405202648,0.06519202405202652,0.04302095583065139,0.06519202405202652,0.06832382129783693,0.06947555003263464
98,0.78,0.78,0.8360366855366855,0.78,0.769797289054255,0.7638222026960728,0.049159604012508774,0.049159604012508774,0.03688561868232659,0.049159604012508774,0.05375334330540891,0.050992742668074804
99,0.8666666666666666,0.8666666666666666,0.8939047619047619,0.8666666666666666,0.8599800199800199,0.8557468387747063,0.02041241452319321,0.020412414523193204,0.020853289761511257,0.020412414523193204,0.02929828479269035,0.02153013467137744
100,0.8466666666666667,0.8466666666666667,0.870420634920635,0.8466666666666667,0.8316376956376956,0.8341114674787361,0.07490735018081408,0.07490735018081417,0.06380009357387545,0.07490735018081417,0.08485099238202748,0.0808464882720622
