Topics,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC,AccuracyStd,BalancedAccuracyStd,PrecisionStd,RecallStd,F1Std,MCCStd
80,0.6933333333333334,0.6933333333333334,0.7135079365079365,0.6933333333333334,0.6873620954209189,0.663013022572365,0.09831920802501755,0.09831920802501755,0.10236000770134202,0.09831920802501755,0.10505505961628506,0.10816115353862628
81,0.7266666666666667,0.7266666666666667,0.7606313131313132,0.7266666666666667,0.7148842693254458,0.7016564887869813,0.08215838362577493,0.08215838362577492,0.06739373300724821,0.08215838362577492,0.0847370536050676,0.0906905817946944
82,0.7266666666666667,0.7266666666666667,0.7418694083694083,0.7266666666666667,0.7116750896162661,0.7010131039259878,0.0932440048713291,0.09324400487132911,0.10548389797928984,0.09324400487132911,0.09978476947328009,0.10334655210342629
83,0.6799999999999999,0.6799999999999999,0.6734920634920635,0.6799999999999999,0.6598867798867799,0.6479285364612546,0.0532290647422377,0.053229064742237694,0.07742560270605948,0.053229064742237694,0.06827543531126082,0.05820758064726454
84,0.6900000000000001,0.6900000000000001,0.6857661227661227,0.6900000000000001,0.6701939316273682,0.6609542109541338,0.04183300132670379,0.04183300132670379,0.0666782852828041,0.04183300132670379,0.04471670886072128,0.047388321513911376
85,0.6933333333333334,0.6933333333333334,0.7002813852813852,0.6933333333333334,0.6781399417575888,0.6641848632723064,0.07691987172809552,0.07691987172809558,0.05805608626615974,0.07691987172809558,0.06508059499188376,0.0867232985265033
86,0.6799999999999999,0.68,0.6909603174603174,0.68,0.6619555444555444,0.6489862162142013,0.08198915917499225,0.08198915917499233,0.08401490175142348,0.08198915917499233,0.08220644972305828,0.09186487644365945
87,0.72,0.72,0.734,0.72,0.7138514818514818,0.6918111496066708,0.05055250296034366,0.050552502960343644,0.04775676514149638,0.050552502960343644,0.04767115520922232,0.0566314543997188
88,0.6466666666666667,0.6466666666666667,0.6522171717171718,0.6466666666666667,0.6247101330042506,0.612214167369692,0.0749073501808141,0.07490735018081414,0.08923950535124194,0.07490735018081414,0.0853298841596844,0.08214333094449781
89,0.6666666666666666,0.6666666666666666,0.6643297258297258,0.6666666666666666,0.6520528784940549,0.6329084333819279,0.07168604389202185,0.07168604389202196,0.06741305550379874,0.07168604389202196,0.07024268528730476,0.07980968768547962
90,0.6633333333333333,0.6633333333333333,0.6878931068931069,0.6633333333333333,0.6492416616750982,0.6308429742600066,0.08366600265340751,0.08366600265340751,0.07876008130743987,0.08366600265340751,0.08255861474690578,0.09272363286946259
91,0.7,0.7,0.714515873015873,0.7,0.6846460206460205,0.6706652847718524,0.05137011669140817,0.05137011669140817,0.062337508601034375,0.05137011669140817,0.05578387585334663,0.056912046920877986
92,0.7,0.7,0.7331746031746033,0.7,0.6926750047338283,0.6715962283381017,0.09718253158075497,0.09718253158075496,0.11552554578690936,0.09718253158075496,0.10003104100936826,0.10932295025972485
93,0.6933333333333334,0.6933333333333334,0.7065396825396826,0.6933333333333334,0.6817306157894393,0.6633481242255348,0.040138648595974324,0.040138648595974366,0.055004375598155075,0.040138648595974366,0.04406527269883396,0.04522216156560638
94,0.6799999999999999,0.6799999999999999,0.6873015873015873,0.6799999999999999,0.6622615162615163,0.6482319337816995,0.05821416398857655,0.05821416398857657,0.057524238485646126,0.05821416398857657,0.0511214248313352,0.06571006884407675
95,0.6599999999999999,0.66,0.6583174603174603,0.66,0.6442430902430902,0.6257416112168499,0.0641179468722378,0.06411794687223779,0.07185490383116194,0.06411794687223779,0.06205647515074989,0.07273888998193995
96,0.6799999999999999,0.6799999999999999,0.7007337662337662,0.6799999999999999,0.6694596775773247,0.6483423744249002,0.05939509893735152,0.0593950989373515,0.06072580181852583,0.0593950989373515,0.06345150680076973,0.0654261905001778
97,0.6599999999999999,0.6599999999999999,0.6557734487734488,0.6599999999999999,0.6441341142517614,0.6253679924274721,0.07509253550712543,0.07509253550712548,0.0985017966972431,0.07509253550712548,0.08864974155303464,0.08247600590564215
98,0.6366666666666667,0.6366666666666667,0.6391976911976912,0.6366666666666667,0.6161203763556704,0.6015469506374636,0.0681093891390085,0.06810938913900848,0.0859103914350493,0.06810938913900848,0.08280055922500446,0.07487276907979294
99,0.6666666666666666,0.6666666666666666,0.6989329004329005,0.6666666666666666,0.6616639341051106,0.6341282370286518,0.07359800721939871,0.0735980072193987,0.05109245211446141,0.0735980072193987,0.07159465928046331,0.08070923765703587
100,0.6666666666666666,0.6666666666666667,0.6712222222222222,0.6666666666666667,0.6468529248529248,0.6351234952196936,0.05137011669140812,0.0513701166914081,0.04192570086228917,0.0513701166914081,0.05766981450691704,0.054747753832889885
