DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31
8042410,108,0,0.0004543705,0.0004543705,0.0004543705,0.9863693,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705,0.0004543705
8132718,108,0,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.0003431944,0.98970413,0.0003431944,0.0003431944
8707050,108,0,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.4352276,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.5486419,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734,0.00055622734
9175625,108,0,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.13171172,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.8578931,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817,0.00035845817
9245791,108,0,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.97896177,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794,0.00070128794
9346876,108,0,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.98790306,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123,0.00040324123
9352931,108,0,0.00039341595,0.00039341595,0.00039341595,0.91990817,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.06868315,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595,0.00039341595
9591694,108,0,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.00038403732,0.98847896,0.00038403732,0.00038403732,0.00038403732
10051610,108,0,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.977494,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044,0.0007502044
10087618,108,0,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.27724364,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.001008128,0.69352067
10100328,108,0,0.00043594732,0.00043594732,0.00043594732,0.98692197,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732,0.00043594732
10320929,108,0,0.0007012934,0.9789618,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934,0.0007012934
10531012,108,0,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.21306403,0.000354517,0.000354517,0.14868645,0.3689527,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.000354517,0.25972497,0.000354517
