Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,4
Topic_12,10
Topic_13,4
Topic_14,6
Topic_15,2
Topic_16,4
Topic_17,1
Topic_18,3
Topic_19,4
Topic_2,10
Topic_20,3
Topic_23,3
Topic_24,9
Topic_26,6
Topic_27,4
Topic_28,2
Topic_29,4
Topic_3,3
Topic_30,10
Topic_31,1
Topic_32,5
Topic_33,5
Topic_34,4
Topic_36,3
Topic_37,3
Topic_38,4
Topic_39,4
Topic_4,1
Topic_40,2
Topic_41,3
Topic_42,3
Topic_44,2
Topic_45,8
Topic_46,4
Topic_47,2
Topic_48,3
Topic_49,5
Topic_5,3
Topic_50,6
Topic_51,2
Topic_52,3
Topic_53,5
Topic_54,6
Topic_55,6
Topic_56,4
Topic_57,1
Topic_58,3
Topic_59,6
Topic_6,4
Topic_60,5
Topic_61,3
Topic_62,2
Topic_63,8
Topic_64,3
Topic_8,9
Topic_9,2
