Topic,Documents
Topic_10,2
Topic_12,3
Topic_13,2
Topic_14,3
Topic_15,2
Topic_16,3
Topic_17,1
Topic_18,4
Topic_19,3
Topic_2,18
Topic_20,2
Topic_21,9
Topic_22,1
Topic_23,3
Topic_24,2
Topic_26,7
Topic_27,9
Topic_28,2
Topic_29,2
Topic_30,2
Topic_31,1
Topic_32,1
Topic_33,3
Topic_35,1
Topic_36,2
Topic_37,1
Topic_38,5
Topic_39,2
Topic_4,4
Topic_40,1
Topic_41,2
Topic_42,3
Topic_43,1
Topic_44,1
Topic_45,1
Topic_46,5
Topic_48,2
Topic_49,5
Topic_5,3
Topic_50,5
Topic_51,1
Topic_52,3
Topic_53,3
Topic_54,1
Topic_55,2
Topic_56,5
Topic_57,5
Topic_58,1
Topic_59,1
Topic_6,4
Topic_60,1
Topic_62,2
Topic_63,1
Topic_64,5
Topic_66,4
Topic_67,3
Topic_68,2
Topic_69,4
Topic_7,1
Topic_70,4
Topic_71,2
Topic_72,5
Topic_74,4
Topic_75,3
Topic_76,2
Topic_77,5
Topic_78,3
Topic_79,3
Topic_8,6
Topic_81,3
Topic_82,2
Topic_83,1
Topic_84,2
Topic_85,3
Topic_86,1
Topic_87,6
Topic_9,7
