Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,15
Topic_12,2
Topic_14,1
Topic_15,3
Topic_16,1
Topic_17,6
Topic_18,3
Topic_19,5
Topic_2,1
Topic_20,3
Topic_21,2
Topic_22,2
Topic_23,2
Topic_24,3
Topic_26,6
Topic_27,3
Topic_28,3
Topic_29,2
Topic_3,4
Topic_30,3
Topic_31,6
Topic_32,3
Topic_34,1
Topic_35,4
Topic_36,9
Topic_37,4
Topic_38,6
Topic_39,1
Topic_4,5
Topic_40,3
Topic_41,12
Topic_42,9
Topic_44,1
Topic_45,4
Topic_46,2
Topic_47,5
Topic_48,1
Topic_49,10
Topic_5,4
Topic_50,4
Topic_51,3
Topic_52,1
Topic_54,4
Topic_55,14
Topic_56,4
Topic_58,2
Topic_59,2
Topic_6,7
Topic_60,5
Topic_61,4
Topic_63,7
Topic_64,8
Topic_65,1
Topic_7,3
Topic_8,1
Topic_9,5
