Topic,Documents
Topic_1,4
Topic_10,2
Topic_11,4
Topic_12,6
Topic_13,2
Topic_14,6
Topic_15,3
Topic_16,1
Topic_17,3
Topic_18,1
Topic_19,6
Topic_2,2
Topic_20,3
Topic_21,4
Topic_22,5
Topic_23,6
Topic_24,5
Topic_25,1
Topic_26,4
Topic_27,3
Topic_28,1
Topic_29,4
Topic_3,7
Topic_30,5
Topic_31,6
Topic_32,4
Topic_33,1
Topic_34,1
Topic_35,3
Topic_36,11
Topic_37,2
Topic_38,4
Topic_39,2
Topic_4,4
Topic_40,7
Topic_42,3
Topic_43,3
Topic_44,3
Topic_45,6
Topic_46,5
Topic_47,3
Topic_48,2
Topic_49,7
Topic_5,4
Topic_50,1
Topic_51,3
Topic_52,5
Topic_54,4
Topic_55,2
Topic_56,6
Topic_57,7
Topic_58,10
Topic_59,4
Topic_6,1
Topic_60,4
Topic_62,2
Topic_63,2
Topic_64,6
Topic_65,1
Topic_7,5
Topic_8,2
Topic_9,6
