TopicID,Topic,Rank,WordID,Word,Probability
0,Topic_1,1,510,cancer,0.058567304
0,Topic_1,2,52,tumor,0.046582993
0,Topic_1,3,763,metastasis,0.044266954
0,Topic_1,4,17,expression,0.0373167
0,Topic_1,5,832,metastatic,0.023389807
0,Topic_1,6,38,primary,0.022547724
0,Topic_1,7,520,patient,0.02166759
0,Topic_1,8,766,survival,0.021417856
0,Topic_1,9,796,lymph,0.019519283
0,Topic_1,10,797,node,0.017379131
0,Topic_1,11,583,invasion,0.015533379
0,Topic_1,12,382,significant,0.015010974
0,Topic_1,13,401,association,0.014244145
0,Topic_1,14,605,p,0.0132542895
0,Topic_1,15,304,epithelial,0.012613674
0,Topic_1,16,330,growth,0.012603757
0,Topic_1,17,805,breast,0.012531956
0,Topic_1,18,865,nodal,0.011751314
0,Topic_1,19,143,receptor,0.01170453
0,Topic_1,20,839,poor,0.011698873
1,Topic_2,1,727,alzheimers,0.040179778
1,Topic_2,2,569,disease,0.039167304
1,Topic_2,3,848,deposition,0.036238123
1,Topic_2,4,346,beta,0.036238123
1,Topic_2,5,850,head,0.024189588
1,Topic_2,6,531,risk,0.024189563
1,Topic_2,7,164,factor,0.022963446
1,Topic_2,8,307,individual,0.018165318
1,Topic_2,9,221,resulting,0.018165039
1,Topic_2,10,570,genetic,0.014470958
1,Topic_2,11,73,fluorescence,0.014413229
1,Topic_2,12,350,evidence,0.0121410405
1,Topic_2,13,598,finding,0.0121410405
1,Topic_2,14,603,e,0.0121410405
1,Topic_2,15,205,without,0.0121410405
1,Topic_2,16,628,frequency,0.0121410405
1,Topic_2,17,69,directly,0.012140981
1,Topic_2,18,242,known,0.012140981
1,Topic_2,19,322,allows,0.0121409185
1,Topic_2,20,523,value,0.0121409185
2,Topic_3,1,880,shh,0.08252275
2,Topic_3,2,878,limb,0.044822134
2,Topic_3,3,875,bud,0.02432309
2,Topic_3,4,864,posterior,0.020728884
2,Topic_3,5,16,expressed,0.020141374
2,Topic_3,6,252,signal,0.017324733
2,Topic_3,7,884,mesenchyme,0.017224154
2,Topic_3,8,265,coli,0.017166877
2,Topic_3,9,131,however,0.016714122
2,Topic_3,10,132,interaction,0.015648888
2,Topic_3,11,56,activity,0.014953967
2,Topic_3,12,12,development,0.013404796
2,Topic_3,13,17,expression,0.012632293
2,Topic_3,14,353,form,0.012187526
2,Topic_3,15,774,zone,0.011587385
2,Topic_3,16,151,two,0.011403959
2,Topic_3,17,124,demonstrate,0.00981236
2,Topic_3,18,535,cause,0.009810225
2,Topic_3,19,392,experiment,0.009786104
2,Topic_3,20,261,acid,0.009502736
3,Topic_4,1,734,apc,0.036885712
3,Topic_4,2,510,cancer,0.03248668
3,Topic_4,3,615,mutation,0.029349843
3,Topic_4,4,737,colon,0.02580412
3,Topic_4,5,738,colorectal,0.025491564
3,Topic_4,6,739,fap,0.023419892
3,Topic_4,7,284,identified,0.021150714
3,Topic_4,8,767,tumour,0.017223343
3,Topic_4,9,663,exon,0.015518348
3,Topic_4,10,746,malignant,0.014362637
3,Topic_4,11,173,product,0.014273641
3,Topic_4,12,148,study,0.014148828
3,Topic_4,13,755,suppressor,0.013629382
3,Topic_4,14,763,metastasis,0.012818628
3,Topic_4,15,177,site,0.012504998
3,Topic_4,16,171,n,0.01149889
3,Topic_4,17,504,procedure,0.011498791
3,Topic_4,18,440,virus,0.011498791
3,Topic_4,19,355,human,0.011486656
3,Topic_4,20,52,tumor,0.011417734
4,Topic_5,1,17,expression,0.079977356
4,Topic_5,2,735,carcinoma,0.04621992
4,Topic_5,3,605,p,0.030692043
4,Topic_5,4,867,ovarian,0.03026817
4,Topic_5,5,499,sample,0.024141535
4,Topic_5,6,58,also,0.023692166
