DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82,Topic_83,Topic_84,Topic_85,Topic_86,Topic_87,Topic_88,Topic_89,Topic_90,Topic_91,Topic_92,Topic_93,Topic_94,Topic_95,Topic_96,Topic_97,Topic_98,Topic_99
8042410,108,0,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.9860571,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214,0.00014227214
8132718,108,0,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.9890005,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699,0.00011223699
8673465,108,0,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.988877,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734,0.00011349734
8707050,108,0,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.98263276,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615,0.00017721615
9346876,108,0,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.98792744,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743,0.00012318743
9352931,108,0,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.9877785,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728,0.00012470728
9591694,108,0,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478767,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.9887508,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766,0.00011478766
10051610,108,0,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.9769778,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489,0.00023491489
10087618,108,0,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.97000206,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005,0.0003061005
10100328,108,0,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.7967808,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.13099307,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.05817142,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922,0.00014639922
