Topic,Documents
Topic_1,2
Topic_11,4
Topic_14,3
Topic_15,2
Topic_17,1
Topic_18,3
Topic_2,7
Topic_20,1
Topic_21,1
Topic_22,1
Topic_23,4
Topic_24,5
Topic_26,8
Topic_27,5
Topic_28,1
Topic_29,2
Topic_30,2
Topic_31,2
Topic_32,2
Topic_33,8
Topic_34,1
Topic_36,2
Topic_37,1
Topic_38,3
Topic_39,4
Topic_40,1
Topic_42,3
Topic_43,2
Topic_45,1
Topic_46,4
Topic_47,1
Topic_48,3
Topic_49,7
Topic_5,2
Topic_50,7
Topic_51,1
Topic_52,3
Topic_53,4
Topic_54,3
Topic_55,4
Topic_56,3
Topic_58,1
Topic_6,1
Topic_60,1
Topic_62,2
Topic_63,4
Topic_64,3
Topic_66,3
Topic_67,2
Topic_68,2
Topic_69,5
Topic_7,2
Topic_70,4
Topic_71,4
Topic_72,1
Topic_73,1
Topic_74,6
Topic_75,3
Topic_77,3
Topic_79,4
Topic_8,9
Topic_81,1
Topic_82,6
Topic_85,1
Topic_86,1
Topic_87,4
Topic_89,4
Topic_9,10
Topic_91,2
Topic_92,6
Topic_93,4
Topic_94,3
Topic_95,2
Topic_96,5
Topic_97,1
Topic_98,3
Topic_99,2
