Topic,Documents
Topic_1,3
Topic_10,3
Topic_11,1
Topic_12,1
Topic_13,6
Topic_14,2
Topic_15,1
Topic_16,1
Topic_17,5
Topic_18,7
Topic_19,5
Topic_2,4
Topic_20,1
Topic_22,5
Topic_23,3
Topic_24,1
Topic_25,3
Topic_26,2
Topic_27,3
Topic_28,3
Topic_29,5
Topic_3,2
Topic_30,3
Topic_31,3
Topic_32,2
Topic_33,3
Topic_34,4
Topic_35,5
Topic_36,4
Topic_37,2
Topic_38,5
Topic_39,4
Topic_4,3
Topic_40,5
Topic_41,2
Topic_42,3
Topic_43,1
Topic_44,4
Topic_45,4
Topic_47,2
Topic_48,1
Topic_49,2
Topic_5,10
Topic_50,7
Topic_51,1
Topic_52,4
Topic_53,2
Topic_54,2
Topic_55,4
Topic_56,2
Topic_57,6
Topic_58,1
Topic_59,1
Topic_6,2
Topic_60,2
Topic_61,2
Topic_62,6
Topic_63,2
Topic_64,3
Topic_65,1
Topic_66,2
Topic_67,4
Topic_68,6
Topic_69,4
Topic_7,3
Topic_70,3
Topic_71,1
Topic_72,3
Topic_73,6
Topic_74,3
Topic_75,1
Topic_76,3
Topic_77,2
Topic_79,7
Topic_8,3
Topic_9,2
