Topic,Documents
Topic_1,2
Topic_10,1
Topic_11,8
Topic_12,4
Topic_13,2
Topic_14,2
Topic_15,1
Topic_16,2
Topic_17,4
Topic_19,4
Topic_2,1
Topic_20,4
Topic_21,1
Topic_22,1
Topic_23,4
Topic_24,3
Topic_25,6
Topic_26,5
Topic_27,6
Topic_28,3
Topic_3,1
Topic_30,1
Topic_31,2
Topic_32,3
Topic_33,2
Topic_34,2
Topic_35,2
Topic_36,7
Topic_37,3
Topic_38,3
Topic_39,4
Topic_4,6
Topic_40,3
Topic_41,8
Topic_42,4
Topic_43,2
Topic_44,1
Topic_46,2
Topic_47,2
Topic_49,3
Topic_5,1
Topic_50,1
Topic_51,4
Topic_52,2
Topic_53,3
Topic_54,2
Topic_55,3
Topic_56,5
Topic_57,2
Topic_58,1
Topic_59,2
Topic_6,3
Topic_60,3
Topic_61,1
Topic_63,4
Topic_64,3
Topic_65,5
Topic_67,2
Topic_68,3
Topic_69,3
Topic_7,15
Topic_70,2
Topic_71,11
Topic_72,1
Topic_73,6
Topic_74,5
Topic_75,4
Topic_76,3
Topic_77,6
Topic_79,2
Topic_81,5
Topic_9,2
