Topic,Documents
Topic_10,1
Topic_11,9
Topic_12,4
Topic_13,1
Topic_15,2
Topic_16,1
Topic_17,8
Topic_18,3
Topic_19,4
Topic_2,3
Topic_20,2
Topic_22,5
Topic_23,4
Topic_24,2
Topic_25,2
Topic_26,6
Topic_27,7
Topic_28,2
Topic_29,6
Topic_3,3
Topic_30,4
Topic_31,7
Topic_32,5
Topic_33,4
Topic_34,3
Topic_35,7
Topic_36,7
Topic_37,4
Topic_38,6
Topic_39,5
Topic_4,9
Topic_40,5
Topic_41,11
Topic_42,5
Topic_43,1
Topic_44,3
Topic_45,3
Topic_46,6
Topic_47,3
Topic_48,3
Topic_49,6
Topic_5,5
Topic_50,4
Topic_51,6
Topic_52,7
Topic_53,2
Topic_54,1
Topic_55,5
Topic_56,3
Topic_57,1
Topic_58,3
Topic_6,1
Topic_7,15
Topic_8,3
Topic_9,2
