Topic,Documents
Topic_10,3
Topic_11,1
Topic_12,2
Topic_14,3
Topic_15,1
Topic_17,5
Topic_18,3
Topic_19,3
Topic_2,4
Topic_20,1
Topic_21,2
Topic_23,2
Topic_24,4
Topic_26,6
Topic_27,3
Topic_28,4
Topic_29,4
Topic_30,13
Topic_31,2
Topic_32,5
Topic_33,4
Topic_34,3
Topic_36,6
Topic_37,2
Topic_38,2
Topic_39,4
Topic_4,2
Topic_40,1
Topic_41,3
Topic_42,4
Topic_43,1
Topic_44,3
Topic_45,1
Topic_46,3
Topic_47,3
Topic_48,1
Topic_49,3
Topic_5,1
Topic_50,5
Topic_51,1
Topic_52,3
Topic_53,2
Topic_54,5
Topic_56,3
Topic_57,7
Topic_58,4
Topic_59,2
Topic_6,3
Topic_60,3
Topic_61,2
Topic_63,3
Topic_64,4
Topic_65,1
Topic_66,5
Topic_67,2
Topic_68,4
Topic_69,3
Topic_7,1
Topic_70,3
Topic_71,2
Topic_72,5
Topic_74,11
Topic_75,3
Topic_77,3
Topic_78,2
Topic_79,6
Topic_8,9
Topic_81,4
Topic_82,4
Topic_9,7
