Topic,Documents
Topic_1,2
Topic_10,7
Topic_11,2
Topic_12,4
Topic_13,3
Topic_14,9
Topic_15,6
Topic_16,5
Topic_17,6
Topic_18,1
Topic_19,2
Topic_2,6
Topic_20,5
Topic_21,3
Topic_22,18
Topic_23,2
Topic_25,1
Topic_26,5
Topic_27,4
Topic_28,4
Topic_29,2
Topic_3,1
Topic_30,2
Topic_31,4
Topic_32,1
Topic_33,2
Topic_34,4
Topic_36,2
Topic_37,6
Topic_38,4
Topic_39,4
Topic_4,3
Topic_40,2
Topic_41,5
Topic_42,5
Topic_43,2
Topic_44,3
Topic_45,4
Topic_46,1
Topic_47,9
Topic_48,4
Topic_49,1
Topic_5,3
Topic_50,1
Topic_51,2
Topic_52,1
Topic_53,3
Topic_54,3
Topic_55,2
Topic_56,7
Topic_57,3
Topic_58,1
Topic_59,11
Topic_6,1
Topic_60,7
Topic_61,3
Topic_62,1
Topic_64,2
Topic_65,4
Topic_66,4
Topic_7,8
Topic_8,2
Topic_9,5
