Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,16
Topic_12,2
Topic_13,2
Topic_15,2
Topic_17,5
Topic_18,7
Topic_19,3
Topic_2,2
Topic_21,2
Topic_22,2
Topic_23,2
Topic_24,2
Topic_25,2
Topic_26,6
Topic_27,2
Topic_28,5
Topic_29,1
Topic_3,2
Topic_30,3
Topic_31,10
Topic_32,4
Topic_33,2
Topic_34,2
Topic_35,3
Topic_36,6
Topic_37,2
Topic_38,2
Topic_39,3
Topic_4,6
Topic_40,1
Topic_41,7
Topic_42,6
Topic_43,1
Topic_44,7
Topic_46,2
Topic_47,2
Topic_48,3
Topic_49,1
Topic_5,2
Topic_50,4
Topic_51,4
Topic_52,3
Topic_53,2
Topic_55,4
Topic_56,4
Topic_57,2
Topic_58,5
Topic_59,3
Topic_6,4
Topic_60,4
Topic_61,5
Topic_62,1
Topic_63,4
Topic_64,4
Topic_65,2
Topic_67,1
Topic_68,5
Topic_69,4
Topic_7,13
Topic_71,4
Topic_72,1
Topic_73,2
Topic_74,6
Topic_75,2
Topic_8,1
Topic_9,2
