DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14
8042410,108,0,0.0010061157,0.0010061171,0.001006119,0.0010061167,0.0010061152,0.0010061165,0.0010061174,0.001006119,0.00100612,0.9869206,0.0010061212,0.0010061146,0.0010061333,0.0010061163
8132718,108,0,0.00079367793,0.0007936795,0.00079368043,0.0007936834,0.0007936787,0.00079367834,0.00079367805,0.0007936792,0.00079367886,0.00079367904,0.98968226,0.0007936786,0.00079367834,0.00079367834
8673465,108,0,0.0008025986,0.00080259924,0.98956645,0.0008025989,0.00080259924,0.0008025986,0.0008025984,0.0008026002,0.0008025988,0.00080259907,0.00080260186,0.0008025986,0.00080260076,0.0008025988
8707050,108,0,0.0012532143,0.0012532147,0.41432405,0.09049857,0.0012532142,0.0012532133,0.48139185,0.0012532148,0.0012532138,0.001253214,0.0012532168,0.0012532145,0.0012532135,0.0012532141
9346876,108,0,0.000871161,0.00087116176,0.45922557,0.0008711634,0.0008711621,0.00087116094,0.0008711595,0.0008711618,0.00087116426,0.5303206,0.0008711608,0.00087115966,0.0008711591,0.00087116036
9352931,108,0,0.000881882,0.0008818839,0.9885358,0.0008818836,0.00088188204,0.00088188186,0.00088188343,0.0008818842,0.00088188297,0.00088188576,0.00088188355,0.00088188227,0.000881884,0.0008818825
9591694,108,0,0.0008117129,0.0008117133,0.0008117163,0.98944795,0.0008117126,0.00081171293,0.0008117122,0.00081171334,0.00081171474,0.00081171386,0.00081171456,0.00081171305,0.0008117126,0.00081171317
10051610,108,0,0.0016611957,0.0016611967,0.0016611976,0.0016611967,0.0016611959,0.0016611967,0.001661197,0.001661197,0.0016611955,0.0016611983,0.97840434,0.0016611952,0.0016611939,0.0016611955
10087618,108,0,0.002164803,0.0021647983,0.776631,0.0021648225,0.0021648258,0.0021647974,0.0021648405,0.1973911,0.0021648053,0.0021647967,0.002164809,0.002164807,0.0021647953,0.0021648111
10100328,108,0,0.0010352427,0.001035244,0.98654217,0.0010352427,0.0010352428,0.0010352441,0.001035244,0.0010352435,0.0010352421,0.0010352453,0.0010352444,0.0010352427,0.0010352427,0.0010352427
