DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40
8042410,108,0,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.79129183,0.00035214412,0.00035214412,0.00035214412,0.19532628,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412,0.00035214412
8132718,108,0,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.23665231,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.7532404,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598,0.00026597598
8707050,108,0,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.9831888,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857,0.00043104857
9175625,108,0,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.9891661,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622,0.00027778622
9245791,108,0,0.0005434986,0.0005434986,0.9788023,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986,0.0005434986
9346876,108,0,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.9878117,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966,0.00031250966
9352931,108,0,0.00030489656,0.00030489656,0.00030489656,0.9881084,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656,0.00030489656
9591694,108,0,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.9883923,0.00029763137,0.00029763137,0.00029763137,0.00029763137,0.00029763137
10051610,108,0,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.9773224,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546,0.00058144546
10087618,108,0,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.29569474,0.040743515,0.00078134023,0.00078134023,0.081863225,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.13336162,0.00078134023,0.00078134023,0.08574881,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.00078134023,0.056172207,0.00078134023,0.28063196,0.00078134023,0.00078134023,0.00078134023
