DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31
8132718,108,0,0.00033258498,0.00033258498,0.45565826,0.53469706,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498,0.00033258498
8673465,108,0,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.0003544929,0.9893652,0.0003544929
8707050,108,0,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.98331434,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515,0.00055619515
9175625,108,0,0.0003795229,0.0003795229,0.9886147,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229,0.0003795229
9245791,108,0,0.00060868677,0.00060868677,0.4580948,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.5242533,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677,0.00060868677
9591694,108,0,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.9897046,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268,0.00034318268
10051610,108,0,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.9758055,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882,0.0008064882
10087618,108,0,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.9697565,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079,0.0010081079
10100328,108,0,0.00047442788,0.00047442788,0.41081008,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.31578368,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.17243026,0.00047442788,0.08816668,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788,0.00047442788
10320929,108,0,0.00068642583,0.00068642583,0.3195077,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.45854706,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.20272575,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583,0.00068642583
10531012,108,0,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.35640886,0.0003707992,0.632838,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992,0.0003707992
10700148,108,0,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.000896114,0.4238618,0.000896114,0.47489533,0.000896114,0.000896114,0.07615187,0.000896114,0.000896114,0.000896114,0.000896114
