Topic,Documents
Topic_1,4
Topic_10,1
Topic_11,2
Topic_12,3
Topic_13,2
Topic_14,5
Topic_16,4
Topic_17,4
Topic_18,5
Topic_19,2
Topic_2,15
Topic_20,3
Topic_22,2
Topic_23,5
Topic_24,8
Topic_26,9
Topic_27,4
Topic_28,2
Topic_29,1
Topic_3,2
Topic_30,4
Topic_31,3
Topic_32,6
Topic_33,5
Topic_34,7
Topic_36,9
Topic_37,2
Topic_38,6
Topic_39,3
Topic_4,1
Topic_40,1
Topic_41,2
Topic_42,3
Topic_43,3
Topic_45,4
Topic_46,3
Topic_47,1
Topic_48,2
Topic_49,4
Topic_5,1
Topic_50,7
Topic_51,4
Topic_52,7
Topic_53,5
Topic_54,1
Topic_55,2
Topic_56,5
Topic_57,2
Topic_59,5
Topic_6,3
Topic_60,4
Topic_61,2
Topic_62,2
Topic_63,3
Topic_64,2
Topic_65,2
Topic_66,3
Topic_67,3
Topic_8,15
Topic_9,10
