DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67
8042410,108,0,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.98612595,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417,0.00021022417
8132718,108,0,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.98905575,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333,0.00016584333
8673465,108,0,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.988932,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801,0.00016770801
8707050,108,0,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.9827173,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677,0.00026185677
9346876,108,0,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.9879872,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275,0.00018202275
9352931,108,0,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.98783857,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099,0.00018427099
9591694,108,0,0.00016960934,0.00016960934,0.00016960934,0.9888074,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934,0.00016960934
10051610,108,0,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.97708875,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752,0.00034711752
10087618,108,0,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.00045229515,0.97014844,0.00045229515,0.00045229515,0.00045229515
10100328,108,0,0.00021631482,0.00021631482,0.9857253,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482,0.00021631482
