Topic,Documents
Topic_1,3
Topic_10,2
Topic_11,4
Topic_12,3
Topic_13,6
Topic_14,7
Topic_15,5
Topic_16,1
Topic_17,10
Topic_18,2
Topic_19,4
Topic_2,6
Topic_20,4
Topic_21,3
Topic_22,21
Topic_24,1
Topic_25,3
Topic_26,5
Topic_27,5
Topic_28,5
Topic_29,4
Topic_3,4
Topic_30,2
Topic_31,3
Topic_32,3
Topic_33,4
Topic_34,4
Topic_35,2
Topic_36,2
Topic_37,6
Topic_38,4
Topic_39,4
Topic_4,3
Topic_40,4
Topic_41,5
Topic_42,3
Topic_43,1
Topic_44,6
Topic_45,13
Topic_46,4
Topic_47,7
Topic_48,3
Topic_49,2
Topic_5,1
Topic_50,8
Topic_51,3
Topic_52,3
Topic_53,5
Topic_54,2
Topic_55,1
Topic_6,4
Topic_7,13
Topic_8,2
Topic_9,5
