DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14
8042410,108,0,0.0010061862,0.1693735,0.0010061874,0.34912506,0.13886559,0.0010061903,0.0010061922,0.0010061905,0.0010061851,0.0010061879,0.0010061854,0.0010061887,0.0010061943,0.33257377
8132718,108,0,0.0007599557,0.7591053,0.0007599571,0.0007599589,0.0007599578,0.0007599562,0.18760823,0.0007599563,0.00075995666,0.00075995777,0.04492723,0.0007599563,0.0007599576,0.00075995555
8707050,108,0,0.0012315897,0.983989,0.0012315908,0.0012315898,0.0012315913,0.0012315903,0.0012315898,0.0012315906,0.0012315913,0.0012315911,0.0012315898,0.0012315899,0.0012315976,0.0012315897
9175625,108,0,0.00079373276,0.46021444,0.0007937359,0.5302609,0.00079373457,0.0007937334,0.0007937353,0.00079373474,0.0007937344,0.00079373515,0.00079373573,0.0007937383,0.0007937359,0.0007937328
9245791,108,0,0.0015529497,0.5321474,0.0015529471,0.0015529525,0.0015529472,0.0015529509,0.44921702,0.0015529554,0.0015529456,0.0015529476,0.0015529483,0.0015529442,0.0015529451,0.0015529451
9346876,108,0,0.00089298096,0.11188204,0.22228447,0.2746283,0.00089298096,0.144978,0.0008929818,0.0008929806,0.0008929819,0.0008929845,0.0008929811,0.16374451,0.07533869,0.00089297973
9352931,108,0,0.00087114575,0.25304067,0.0008711473,0.0008711463,0.0008711473,0.73650587,0.00087114493,0.0008711472,0.00087114656,0.00087114674,0.0008711443,0.0008711461,0.00087114586,0.0008711464
9591694,108,0,0.0008504326,0.38274708,0.0008504342,0.0008504333,0.00085043226,0.00085043535,0.0008504347,0.0008504309,0.0008504318,0.0008504345,0.00085043244,0.16485365,0.44304442,0.00085043214
10051610,108,0,0.0016613165,0.31459886,0.0016613174,0.0016613186,0.0016613136,0.66546506,0.0016613211,0.0016613196,0.001661315,0.0016613184,0.0016613137,0.0016613137,0.0016613153,0.0016613182
10087618,108,0,0.0022325574,0.73147964,0.0022325541,0.16235997,0.0022325434,0.002232548,0.002232547,0.0022325488,0.0022325465,0.0022325607,0.0022325441,0.0022325483,0.08160248,0.0022325455
10100328,108,0,0.0009653448,0.32698858,0.0009653489,0.6614276,0.0009653443,0.00096534763,0.00096534763,0.00096534257,0.000965345,0.0009653486,0.0009653478,0.0009653458,0.0009653459,0.0009653428
10320929,108,0,0.001552866,0.9798123,0.0015528662,0.0015528657,0.0015528651,0.0015528689,0.0015528682,0.0015528668,0.0015528661,0.0015528672,0.0015528657,0.0015528677,0.0015528657,0.0015528651
10531012,108,0,0.0007850204,0.40642002,0.000785025,0.0007850236,0.00078502076,0.0007850224,0.0007850243,0.0007850204,0.0007850234,0.58415973,0.0007850195,0.000785023,0.0007850212,0.00078501966
10700148,108,0,0.0021009457,0.94974947,0.0021009552,0.0021009566,0.025038665,0.0021009536,0.0021009538,0.0021009506,0.0021009545,0.0021009506,0.0021009485,0.002100956,0.0021009464,0.0021009464
10806067,108,0,0.00083060365,0.9892025,0.00083060435,0.00083060534,0.0008306047,0.0008306048,0.0008306061,0.0008306048,0.0008306033,0.00083060516,0.00083060394,0.00083060446,0.00083060487,0.00083060394
10946305,108,0,0.0011710301,0.0011710317,0.0011710341,0.0011710329,0.0011710312,0.0011710325,0.0011710316,0.98477644,0.0011710299,0.0011710356,0.001171031,0.0011710307,0.0011710316,0.0011710298
10969025,108,0,0.001050508,0.09453598,0.0010505093,0.0010505093,0.0010505108,0.0010505082,0.89285815,0.0010505107,0.001050507,0.0010505097,0.0010505087,0.00105051,0.0010505082,0.0010505094
11950889,108,0,0.0006868715,0.11317757,0.0006868714,0.0006868725,0.0006868723,0.000686872,0.8785801,0.0006868712,0.0006868715,0.00068687263,0.000686872,0.0006868733,0.0006868737,0.0006868708
12297500,108,0,0.00076810154,0.00076810486,0.0007681023,0.00076810195,0.0007681017,0.99001485,0.00076810236,0.0007681019,0.0007681001,0.00076810294,0.0007681017,0.00076809985,0.0007681015,0.0007681007
12417022,108,0,0.0010823683,0.27996147,0.0010823723,0.0010823719,0.0010823684,0.0010823708,0.12341723,0.0010823673,0.0010823671,0.5847155,0.0010823667,0.0010823652,0.0010823716,0.001082367
12496124,108,0,0.0014578494,0.78036046,0.0014578489,0.0014578503,0.0014578494,0.0014578494,0.0014578524,0.0014578535,0.20214501,0.0014578506,0.0014578496,0.0014578566,0.0014578506,0.001457848
12496132,108,0,0.0007441352,0.42574576,0.00074413646,0.0007441352,0.00074413494,0.000744136,0.00074413774,0.0007441347,0.0007441377,0.46967933,0.0007441363,0.09638945,0.00074413774,0.0007441359
12511612,108,0,0.00062662986,0.25268587,0.1639453,0.0006266342,0.0006266305,0.00062663155,0.34702054,0.000626629,0.00062663044,0.0006266306,0.00062662986,0.23008212,0.0006266304,0.0006266303
12516860,108,0,0.0014287755,0.3313873,0.0014287853,0.0014287806,0.0014287784,0.0014287856,0.0014287785,0.0014287857,0.0014287815,0.57370824,0.0014287798,0.07918796,0.0014287821,0.0014287755
8908519,109,1,0.001066194,0.3147178,0.0010661929,0.0010661939,0.0010661995,0.0010661975,0.0010661941,0.0010661932,0.0010661972,0.0010661973,0.001066195,0.6248717,0.04868258,0.0010661943
8940425,109,1,0.000821062,0.0008210592,0.0008210605,0.0008210616,0.0008210647,0.0008210599,0.0008210604,0.00082106265,0.0008210607,0.0008210602,0.0008210609,0.98932624,0.0008210593,0.00082106213
9187765,109,1,0.0020410472,0.0020410547,0.0020410484,0.0020410493,0.0020410477,0.3280691,0.0020410533,0.002041052,0.0020410477,0.0020410575,0.0020410523,0.6474381,0.0020410705,0.0020410544
9666006,109,1,0.0018317577,0.0018317613,0.0018317545,0.0018317614,0.0018317533,0.0018317527,0.0018317569,0.001831754,0.0018317534,0.0018317542,0.0018317556,0.77569264,0.0018317652,0.20232625
9676381,109,1,0.001116199,0.0011161926,0.0011161922,0.0011161924,0.001116191,0.0011161932,0.0011161902,0.0011161932,0.0011161905,0.0011161957,0.0011161945,0.5212458,0.46535987,0.0011161927
9889212,109,1,0.0007003923,0.00070039305,0.00070039264,0.0007003923,0.00070039206,0.0007003932,0.0007003932,0.00070039503,0.00070039177,0.14214373,0.00070039043,0.7463283,0.00070039247,0.103823684
10029323,109,1,0.00068030617,0.00068031,0.0006803079,0.0006803073,0.0006803064,0.0006803068,0.00068030704,0.0006803064,0.00068030646,0.00068030675,0.00068030704,0.9911561,0.0006803065,0.000680306
10084106,109,1,0.0009042764,0.0009042799,0.0009042793,0.0009042776,0.0009042755,0.00090427866,0.0009042777,0.00090427743,0.0009042772,0.000904277,0.00090427825,0.71232957,0.27681914,0.0009042756
10224010,109,1,0.0012757257,0.081966445,0.0012757294,0.0012757281,0.13608828,0.0012757215,0.0012757333,0.0012757279,0.0012757335,0.0012757307,0.0012757245,0.47631428,0.0012757342,0.29287374
10440566,109,1,0.001298838,0.40714297,0.0012988294,0.0012988326,0.0012988321,0.0012988311,0.0012988306,0.0012988341,0.0012988298,0.0012988319,0.001298842,0.57727104,0.0012988372,0.0012988346
10457842,109,1,0.0011161893,0.0011161875,0.0011161868,0.0011161836,0.0011161839,0.0011161835,0.0011161856,0.0011161873,0.0011161832,0.0011161842,0.0011161836,0.7968295,0.18977624,0.001116186
10574095,109,1,0.0017424388,0.0017424462,0.0017424469,0.07780598,0.0017424413,0.0017424452,0.0017424427,0.0017424404,0.0017424505,0.001742453,0.0017424423,0.60759276,0.29543436,0.001742442
10599890,109,1,0.0009277988,0.06844826,0.0009277947,0.00092779327,0.00092779356,0.000927795,0.00092779315,0.0009277962,0.0009277948,0.23032579,0.00092780235,0.69102025,0.0009277977,0.00092779286
10620568,109,1,0.0009277553,0.0009277571,0.0009277565,0.0009277546,0.00092775654,0.2977038,0.0009277533,0.00092775474,0.0009277519,0.00092775724,0.0009277577,0.57655483,0.11553618,0.000927755
10652180,109,1,0.0010205159,0.0010205175,0.0010205181,0.0010205199,0.0010205193,0.0010205209,0.0010205216,0.0010205187,0.0010205169,0.35695353,0.0010205193,0.63080037,0.0010205194,0.0010205155
10742226,109,1,0.00062660064,0.00062660023,0.00062659907,0.0006265997,0.00062660105,0.0006266008,0.00062660064,0.3656194,0.00062660023,0.0006265998,0.00062659994,0.62686145,0.0006266001,0.0006266018
10769755,109,1,0.00095249334,0.00095249544,0.0009524929,0.0009524927,0.00095249445,0.33385846,0.0009524978,0.00095250143,0.0009524916,0.0009524968,0.0009524964,0.65471166,0.0009524936,0.00095249276
10966386,109,1,0.0012532464,0.0012532428,0.0012532427,0.001253243,0.0012532454,0.46772057,0.0012532459,0.0012532508,0.0012532461,0.001253246,0.0012532441,0.5172405,0.0012532441,0.0012532461
12144770,109,1,0.0010989459,0.0010989516,0.0010989473,0.0010989486,0.001098947,0.0010989466,0.0010989481,0.0010989484,0.0010989453,0.0010989484,0.0010989476,0.9857138,0.0010989485,0.0010989468
12211279,109,1,0.00058553735,0.0005855356,0.00058553705,0.0005855356,0.00058553746,0.0005855368,0.0005855364,0.0005855358,0.0005855358,0.0005855377,0.0005855358,0.71875006,0.27422354,0.0005855371
