Topic,Documents
Topic_1,4
Topic_10,8
Topic_11,6
Topic_12,7
Topic_13,5
Topic_14,2
Topic_15,2
Topic_17,6
Topic_18,9
Topic_19,4
Topic_2,2
Topic_20,3
Topic_21,1
Topic_22,6
Topic_23,7
Topic_24,2
Topic_25,2
Topic_26,1
Topic_27,2
Topic_28,6
Topic_29,7
Topic_3,2
Topic_30,2
Topic_31,2
Topic_32,8
Topic_33,2
Topic_34,2
Topic_35,2
Topic_36,2
Topic_37,1
Topic_38,9
Topic_39,1
Topic_4,6
Topic_40,5
Topic_41,2
Topic_42,4
Topic_43,1
Topic_44,5
Topic_47,2
Topic_48,2
Topic_49,2
Topic_5,3
Topic_50,6
Topic_51,3
Topic_52,6
Topic_53,1
Topic_54,5
Topic_55,4
Topic_56,4
Topic_58,1
Topic_59,5
Topic_6,4
Topic_60,2
Topic_61,5
Topic_62,6
Topic_63,7
Topic_64,2
Topic_65,1
Topic_66,3
Topic_67,1
Topic_68,2
Topic_69,3
Topic_7,2
Topic_70,4
Topic_71,2
Topic_72,1
Topic_8,3
