Topic,Documents
Topic_1,6
Topic_10,10
Topic_11,9
Topic_12,5
Topic_13,12
Topic_14,2
Topic_15,3
Topic_16,1
Topic_17,7
Topic_18,7
Topic_19,7
Topic_2,3
Topic_20,5
Topic_22,8
Topic_23,16
Topic_24,2
Topic_25,5
Topic_26,2
Topic_27,3
Topic_28,1
Topic_29,4
Topic_3,3
Topic_30,4
Topic_31,2
Topic_33,4
Topic_34,12
Topic_35,8
Topic_37,4
Topic_38,10
Topic_39,7
Topic_4,9
Topic_40,5
Topic_41,1
Topic_42,5
Topic_43,3
Topic_44,4
Topic_45,8
Topic_47,2
Topic_48,1
Topic_49,2
Topic_5,5
Topic_50,4
Topic_6,5
Topic_7,5
Topic_8,3
Topic_9,6
