Topic,Documents
Topic_1,4
Topic_10,2
Topic_11,13
Topic_12,2
Topic_15,1
Topic_17,2
Topic_18,1
Topic_19,1
Topic_20,1
Topic_21,1
Topic_22,3
Topic_23,1
Topic_24,3
Topic_26,8
Topic_27,2
Topic_28,1
Topic_29,1
Topic_3,3
Topic_30,2
Topic_31,5
Topic_32,2
Topic_33,2
Topic_34,1
Topic_35,5
Topic_36,2
Topic_37,2
Topic_38,2
Topic_39,3
Topic_4,4
Topic_40,2
Topic_41,5
Topic_42,5
Topic_45,3
Topic_47,3
Topic_48,1
Topic_49,2
Topic_5,3
Topic_50,5
Topic_51,2
Topic_52,3
Topic_53,1
Topic_54,1
Topic_55,3
Topic_56,5
Topic_58,3
Topic_59,1
Topic_6,3
Topic_60,2
Topic_61,4
Topic_62,3
Topic_63,5
Topic_64,8
Topic_65,4
Topic_67,4
Topic_68,4
Topic_69,6
Topic_7,12
Topic_70,1
Topic_71,2
Topic_72,1
Topic_73,3
Topic_74,4
Topic_75,3
Topic_76,3
Topic_77,4
Topic_79,3
Topic_8,1
Topic_80,4
Topic_81,2
Topic_82,2
Topic_83,2
Topic_84,1
Topic_86,1
Topic_89,4
Topic_9,2
Topic_90,1
Topic_91,3
Topic_92,1
Topic_93,3
Topic_94,2
Topic_95,2
Topic_97,2
