Topic,Documents
Topic_1,3
Topic_10,1
Topic_11,3
Topic_12,5
Topic_13,3
Topic_14,1
Topic_15,5
Topic_16,2
Topic_17,4
Topic_18,3
Topic_19,5
Topic_2,2
Topic_20,3
Topic_21,1
Topic_22,3
Topic_23,2
Topic_24,2
Topic_26,4
Topic_27,4
Topic_28,2
Topic_29,3
Topic_3,5
Topic_30,1
Topic_31,5
Topic_32,3
Topic_33,1
Topic_34,1
Topic_35,5
Topic_36,4
Topic_37,1
Topic_38,4
Topic_39,1
Topic_4,2
Topic_40,7
Topic_41,1
Topic_42,2
Topic_43,2
Topic_44,7
Topic_45,1
Topic_46,3
Topic_47,1
Topic_49,7
Topic_50,2
Topic_51,3
Topic_52,5
Topic_53,2
Topic_54,4
Topic_55,1
Topic_56,1
Topic_57,3
Topic_58,5
Topic_59,7
Topic_6,2
Topic_60,4
Topic_61,1
Topic_62,2
Topic_63,1
Topic_64,2
Topic_65,1
Topic_66,3
Topic_67,5
Topic_68,7
Topic_69,2
Topic_7,5
Topic_70,6
Topic_71,2
Topic_72,4
Topic_73,3
Topic_74,4
Topic_75,3
Topic_76,5
Topic_77,4
Topic_78,2
Topic_79,4
Topic_8,2
Topic_80,2
Topic_9,6
