Topic,Documents
Topic_1,3
Topic_10,13
Topic_11,4
Topic_12,16
Topic_13,3
Topic_14,3
Topic_15,1
Topic_16,2
Topic_17,8
Topic_18,9
Topic_19,4
Topic_2,5
Topic_20,5
Topic_22,7
Topic_23,3
Topic_24,2
Topic_25,5
Topic_26,2
Topic_27,3
Topic_28,3
Topic_29,4
Topic_3,2
Topic_30,3
Topic_31,4
Topic_32,2
Topic_33,4
Topic_34,7
Topic_35,8
Topic_37,3
Topic_38,4
Topic_39,8
Topic_4,6
Topic_40,3
Topic_41,3
Topic_42,1
Topic_43,3
Topic_44,5
Topic_45,3
Topic_47,3
Topic_48,2
Topic_49,6
Topic_5,9
Topic_50,3
Topic_51,9
Topic_52,6
Topic_53,2
Topic_54,8
Topic_55,4
Topic_56,5
Topic_58,3
Topic_6,1
Topic_7,2
Topic_8,2
Topic_9,1
