DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14
8132718,108,0,0.0007364685,0.0007364698,0.41389987,0.4750368,0.0007364671,0.0007364696,0.0007364672,0.00073646853,0.0007364709,0.00073646905,0.0007364676,0.0007364707,0.10296238,0.0007364695
8673465,108,0,0.00078495964,0.0007849581,0.0007849613,0.0007849585,0.0007849578,0.00078495836,0.0007849576,0.0007849581,0.0007849589,0.0007849602,0.00078495796,0.0007849585,0.00078495976,0.98979557
8707050,108,0,0.001231691,0.0012316899,0.0012316942,0.0012316912,0.0012316912,0.0012316925,0.0012316937,0.24378544,0.0012316912,0.39591992,0.0012316897,0.001231688,0.0012316898,0.34674603
9175625,108,0,0.00084038445,0.0008403843,0.98907524,0.0008403855,0.00084038376,0.00084038585,0.00084038405,0.0008403849,0.00084038515,0.0008403855,0.00084038445,0.0008403836,0.00084038597,0.0008403877
9245791,108,0,0.0013477666,0.0013477652,0.9824788,0.0013477668,0.001347765,0.0013477632,0.0013477649,0.0013477651,0.0013477658,0.0013477657,0.0013477644,0.0013477673,0.0013477651,0.0013477658
9591694,108,0,0.0007599798,0.0007599799,0.0007599855,0.0007599821,0.0007599795,0.29451776,0.0007599825,0.0007599787,0.00075997895,0.55298483,0.0007599816,0.000759981,0.14413774,0.0007599831
10051610,108,0,0.0017858519,0.66130614,0.31726328,0.0017858563,0.0017858556,0.0017858525,0.0017858543,0.0017858525,0.0017858541,0.0017858703,0.0017858521,0.0017858522,0.0017858593,0.0017858599
10087618,108,0,0.002232231,0.0022322272,0.0022322433,0.0022322289,0.0022322305,0.0022322352,0.002232229,0.0022322293,0.002232228,0.0022322396,0.0022322298,0.0022322303,0.0022322393,0.970981
10100328,108,0,0.63630354,0.0010504969,0.35109088,0.0010504975,0.001050496,0.0010504976,0.0010504972,0.0010505016,0.0010504986,0.0010505014,0.001050497,0.0010504979,0.0010505014,0.0010505007
10320929,108,0,0.0015199444,0.0015199421,0.32331648,0.001519951,0.0015199481,0.0015199513,0.0015199416,0.0015199479,0.658444,0.0015199464,0.0015199479,0.0015199526,0.0015199585,0.0015199531
10531012,108,0,0.0008210621,0.0008210599,0.0008210633,0.0008210599,0.0008210588,0.0008210597,0.0008210592,0.0008210644,0.00082106335,0.9893263,0.00082105916,0.00082105957,0.0008210623,0.0008210631
10700148,108,0,0.00198427,0.0019842742,0.64613,0.0019842747,0.001984274,0.0019842777,0.0019842738,0.0019842826,0.0019842775,0.33005866,0.001984273,0.0019842766,0.0019842794,0.0019842905
10725388,108,0,0.0008210672,0.0008210663,0.9893264,0.00082106615,0.0008210662,0.0008210671,0.000821066,0.0008210671,0.0008210667,0.00082107,0.0008210664,0.00082106557,0.00082106603,0.0008210672
10806067,108,0,0.00087112293,0.0008711223,0.00087112555,0.0008711239,0.0008711217,0.000871122,0.00087112247,0.00087112316,0.00087112293,0.0008711233,0.0008711217,0.0008711238,0.00087112276,0.9886754
10946305,108,0,0.001171096,0.0011710912,0.0011710962,0.73410016,0.0011710941,0.0011711011,0.001171094,0.0011710945,0.076014414,0.001171094,0.039131887,0.0011710926,0.1390425,0.0011710932
11950889,108,0,0.00073649344,0.00073649164,0.5220308,0.00073649694,0.4691315,0.00073649426,0.0007364921,0.0007364935,0.00073649635,0.0007364933,0.0007364922,0.00073649164,0.0007364915,0.0007364949
12217649,108,0,0.0010823044,0.0010823031,0.72322,0.0010823038,0.0010823028,0.0010823042,0.0010823029,0.0010823051,0.0010823054,0.26379246,0.0010823031,0.0010823035,0.0010823077,0.001082305
12415118,108,0,0.0009276775,0.0009276746,0.0009276768,0.00092767563,0.00092767464,0.00092767534,0.0009276752,0.00092767505,0.0009276755,0.0009276762,0.00092767517,0.0009276749,0.9879402,0.00092767563
12461557,108,0,0.002040896,0.0020408942,0.002040904,0.0020409017,0.0020408926,0.0020409091,0.0020408942,0.002040902,0.0020408973,0.0020409024,0.0020408933,0.0020409015,0.97346824,0.002040907
12496124,108,0,0.001488185,0.0014881889,0.0014881928,0.0014881878,0.001488186,0.0014881893,0.0014881846,0.0014881868,0.0014881865,0.9806534,0.001488186,0.0014881892,0.0014881858,0.001488201
12496132,108,0,0.00074408617,0.00074408605,0.00074408966,0.00074408675,0.00074408663,0.00074408815,0.0007440863,0.00074408617,0.0007440865,0.99032694,0.0007440865,0.00074408593,0.0007440891,0.0007440887
12511612,108,0,0.000626599,0.00062659814,0.9918544,0.0006265989,0.0006265983,0.0006265982,0.00062659895,0.00062659895,0.0006265986,0.0006265992,0.00062659825,0.00062659883,0.0006266082,0.00062659924
12516859,108,0,0.0014579328,0.0014579413,0.1090557,0.029569708,0.0014579367,0.13191676,0.0014579361,0.0014579397,0.0014579364,0.37053216,0.0014579368,0.001457937,0.30206597,0.04519624
12516860,108,0,0.0014286258,0.001428625,0.0014286307,0.0014286271,0.0014286239,0.0014286295,0.0014286248,0.0014286286,0.001428625,0.0014286276,0.0014286259,0.0014286271,0.98142785,0.0014286282
8908519,109,1,0.0010662659,0.0010662641,0.0010662697,0.0010662678,0.001066265,0.8814898,0.0010662702,0.020260505,0.001066264,0.0010662818,0.0010662652,0.0010662691,0.0010662755,0.08652061
