Topic,Documents
Topic_1,2
Topic_10,11
Topic_11,3
Topic_12,2
Topic_13,6
Topic_14,2
Topic_16,6
Topic_17,5
Topic_18,5
Topic_19,4
Topic_2,3
Topic_20,1
Topic_21,1
Topic_22,5
Topic_23,4
Topic_24,1
Topic_25,4
Topic_26,2
Topic_27,2
Topic_29,3
Topic_3,2
Topic_30,2
Topic_31,3
Topic_32,2
Topic_33,4
Topic_34,2
Topic_35,3
Topic_36,1
Topic_38,8
Topic_39,3
Topic_4,3
Topic_40,3
Topic_41,4
Topic_42,2
Topic_43,1
Topic_44,5
Topic_47,2
Topic_5,2
Topic_50,4
Topic_51,3
Topic_52,4
Topic_53,3
Topic_54,5
Topic_55,7
Topic_57,1
Topic_58,2
Topic_59,3
Topic_6,4
Topic_60,3
Topic_61,3
Topic_62,4
Topic_63,6
Topic_64,2
Topic_65,3
Topic_67,1
Topic_68,2
Topic_69,2
Topic_7,2
Topic_70,2
Topic_71,2
Topic_72,1
Topic_73,2
Topic_74,4
Topic_75,1
Topic_76,5
Topic_77,1
Topic_78,4
Topic_79,11
Topic_80,2
Topic_81,5
Topic_82,1
Topic_83,3
Topic_84,5
Topic_85,2
Topic_9,1
