Topic,Documents
Topic_1,6
Topic_10,4
Topic_11,2
Topic_12,2
Topic_13,4
Topic_14,2
Topic_15,2
Topic_16,4
Topic_17,3
Topic_18,2
Topic_19,8
Topic_2,1
Topic_21,2
Topic_22,11
Topic_24,2
Topic_25,1
Topic_26,7
Topic_27,3
Topic_29,9
Topic_3,6
Topic_30,3
Topic_31,4
Topic_32,1
Topic_33,2
Topic_35,3
Topic_36,5
Topic_37,2
Topic_38,4
Topic_39,3
Topic_4,3
Topic_40,4
Topic_42,1
Topic_45,4
Topic_46,4
Topic_47,1
Topic_49,5
Topic_5,1
Topic_51,3
Topic_52,2
Topic_53,1
Topic_54,3
Topic_55,2
Topic_56,2
Topic_57,5
Topic_58,8
Topic_59,6
Topic_6,3
Topic_60,4
Topic_61,4
Topic_62,3
Topic_63,2
Topic_64,5
Topic_65,1
Topic_66,2
Topic_67,3
Topic_68,5
Topic_69,5
Topic_7,5
Topic_70,10
Topic_71,2
Topic_72,6
Topic_73,1
Topic_74,1
Topic_75,3
Topic_76,1
Topic_77,5
Topic_9,6
