Topic,Documents
Topic_1,2
Topic_10,7
Topic_11,2
Topic_13,4
Topic_14,11
Topic_15,2
Topic_16,1
Topic_17,2
Topic_18,8
Topic_19,1
Topic_2,7
Topic_20,5
Topic_21,1
Topic_22,2
Topic_23,4
Topic_24,3
Topic_26,8
Topic_27,5
Topic_28,2
Topic_29,3
Topic_3,2
Topic_30,11
Topic_31,2
Topic_32,5
Topic_33,4
Topic_34,3
Topic_35,1
Topic_36,10
Topic_37,3
Topic_38,4
Topic_39,5
Topic_4,1
Topic_40,2
Topic_42,3
Topic_43,2
Topic_44,4
Topic_45,3
Topic_46,6
Topic_48,5
Topic_49,3
Topic_5,4
Topic_50,15
Topic_51,3
Topic_52,2
Topic_53,3
Topic_54,3
Topic_55,1
Topic_56,2
Topic_57,1
Topic_58,2
Topic_59,4
Topic_6,6
Topic_61,2
Topic_63,5
Topic_64,2
Topic_65,2
Topic_66,2
Topic_7,1
Topic_8,10
Topic_9,11
