Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,3
Topic_12,7
Topic_13,3
Topic_14,10
Topic_15,4
Topic_16,3
Topic_17,7
Topic_18,6
Topic_19,3
Topic_2,18
Topic_20,3
Topic_21,3
Topic_22,3
Topic_23,5
Topic_24,8
Topic_25,1
Topic_26,10
Topic_27,16
Topic_28,3
Topic_29,3
Topic_3,3
Topic_30,7
Topic_31,4
Topic_32,5
Topic_33,4
Topic_34,4
Topic_35,2
Topic_36,8
Topic_37,2
Topic_38,7
Topic_39,3
Topic_4,2
Topic_40,4
Topic_41,3
Topic_42,4
Topic_43,1
Topic_45,4
Topic_46,5
Topic_47,3
Topic_48,6
Topic_49,2
Topic_5,2
Topic_6,3
Topic_7,1
Topic_8,13
Topic_9,14
