DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78
8042410,108,0,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.986097,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776,0.0001805776
8132718,108,0,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.9890322,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475,0.00014245475
8673465,108,0,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405508,0.00014405505,0.00014405505,0.00014405505,0.9889092,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505,0.00014405505
8707050,108,0,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.9826804,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341,0.00022492341
9346876,108,0,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.9879622,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283,0.00015635283
9352931,108,0,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.9878136,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826,0.0001582826
9591694,108,0,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.98878306,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123,0.00014569123
10051610,108,0,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.9770419,0.00029815605,0.00029815605,0.00029815605,0.00029815605,0.00029815605
10087618,108,0,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.3473041,0.0003885144,0.0003885144,0.623168,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144,0.0003885144
10100328,108,0,0.00018580916,0.00018580916,0.9856961,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916,0.00018580916
